app_id,permission,level
kr.co.neople.neopleotp,android.permission.INTERNET,normal
kr.co.neople.neopleotp,android.permission.ACCESS_NETWORK_STATE,normal
kr.co.neople.neopleotp,android.permission.READ_PHONE_STATE,dangerous
kr.co.neople.neopleotp,android.permission.WAKE_LOCK,normal
kr.co.neople.neopleotp,com.google.android.c2dm.permission.RECEIVE,customized
kr.co.neople.neopleotp,kr.co.neople.neopleotp.permission.C2D_MESSAGE,customized
kr.co.neople.neopleotp,com.google.firebase.auth.api.gms.permission.LAUNCH_FEDERATED_SIGN_IN,customized
kr.co.neople.neopleotp,android.permission.BIND_JOB_SERVICE,signature
kr.co.neople.neopleotp,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
kr.co.neople.neopleotp,android.permission.INSTALL_PACKAGES,dangerous
kr.co.neople.neopleotp,com.google.android.c2dm.permission.SEND,customized
eu.netinfo.netteller.cqur.motp,android.permission.INTERNET,normal
eu.netinfo.netteller.cqur.motp,android.permission.USE_BIOMETRIC,normal
eu.netinfo.netteller.cqur.motp,android.permission.USE_FINGERPRINT,normal
eu.netinfo.netteller.cqur.motp,android.permission.ACCESS_NETWORK_STATE,normal
eu.netinfo.netteller.cqur.motp,android.permission.WAKE_LOCK,normal
eu.netinfo.netteller.cqur.motp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
eu.netinfo.netteller.cqur.motp,com.google.android.c2dm.permission.RECEIVE,customized
eu.netinfo.netteller.cqur.motp,android.permission.BIND_JOB_SERVICE,signature
eu.netinfo.netteller.cqur.motp,android.permission.INSTALL_PACKAGES,dangerous
eu.netinfo.netteller.cqur.motp,com.google.android.c2dm.permission.SEND,customized
club.nagavip.otp,android.permission.INTERNET,normal
club.nagavip.otp,android.permission.SYSTEM_ALERT_WINDOW,signature
club.nagavip.otp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
club.nagavip.otp,club.nagavip.otp.permission.C2D_MESSAGE,customized
club.nagavip.otp,com.google.android.c2dm.permission.RECEIVE,customized
club.nagavip.otp,android.permission.WAKE_LOCK,normal
club.nagavip.otp,android.permission.VIBRATE,normal
club.nagavip.otp,android.permission.ACCESS_NETWORK_STATE,normal
club.nagavip.otp,android.permission.RECEIVE_BOOT_COMPLETED,normal
club.nagavip.otp,com.sec.android.provider.badge.permission.READ,customized
club.nagavip.otp,com.sec.android.provider.badge.permission.WRITE,customized
club.nagavip.otp,com.htc.launcher.permission.READ_SETTINGS,customized
club.nagavip.otp,com.htc.launcher.permission.UPDATE_SHORTCUT,customized
club.nagavip.otp,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
club.nagavip.otp,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
club.nagavip.otp,com.anddoes.launcher.permission.UPDATE_COUNT,customized
club.nagavip.otp,com.majeur.launcher.permission.UPDATE_BADGE,customized
club.nagavip.otp,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
club.nagavip.otp,com.huawei.android.launcher.permission.READ_SETTINGS,customized
club.nagavip.otp,com.huawei.android.launcher.permission.WRITE_SETTINGS,signature
club.nagavip.otp,android.permission.READ_APP_BADGE,customized
club.nagavip.otp,com.oppo.launcher.permission.READ_SETTINGS,customized
club.nagavip.otp,com.oppo.launcher.permission.WRITE_SETTINGS,signature
club.nagavip.otp,me.everything.badger.permission.BADGE_COUNT_READ,customized
club.nagavip.otp,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
club.nagavip.otp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
club.nagavip.otp,android.permission.BIND_JOB_SERVICE,signature
club.nagavip.otp,com.google.android.c2dm.permission.SEND,customized
club.nagavip.otp,android.permission.INSTALL_PACKAGES,dangerous
com.halcom.ng.mobile.puppaltr,android.permission.CAMERA,dangerous
com.halcom.ng.mobile.puppaltr,android.permission.ACCESS_COARSE_LOCATION,dangerous
com.halcom.ng.mobile.puppaltr,android.permission.ACCESS_FINE_LOCATION,dangerous
com.halcom.ng.mobile.puppaltr,android.permission.ACCESS_NETWORK_STATE,normal
com.halcom.ng.mobile.puppaltr,android.permission.ACCESS_WIFI_STATE,normal
com.halcom.ng.mobile.puppaltr,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.halcom.ng.mobile.puppaltr,com.google.android.providers.gsf.permission.READ_GSERVICES,customized
com.halcom.ng.mobile.puppaltr,android.permission.INTERNET,normal
com.halcom.ng.mobile.puppaltr,android.permission.CALL_PHONE,dangerous
com.halcom.ng.mobile.puppaltr,android.permission.GET_TASKS,N/A
com.halcom.ng.mobile.puppaltr,android.permission.WAKE_LOCK,normal
com.halcom.ng.mobile.puppaltr,android.permission.READ_PHONE_STATE,dangerous
com.halcom.ng.mobile.puppaltr,android.permission.FLASHLIGHT,customized
ru.yandex.key,android.permission.CAMERA,dangerous
ru.yandex.key,android.permission.VIBRATE,normal
ru.yandex.key,android.permission.INTERNET,normal
ru.yandex.key,android.permission.ACCESS_NETWORK_STATE,normal
ru.yandex.key,android.permission.USE_FINGERPRINT,normal
ru.yandex.key,android.permission.USE_CREDENTIALS,customized
ru.yandex.key,android.permission.GET_ACCOUNTS,dangerous
ru.yandex.key,android.permission.MANAGE_ACCOUNTS,customized
ru.yandex.key,android.permission.AUTHENTICATE_ACCOUNTS,customized
ru.yandex.key,com.yandex.password.ACCESS,customized
ru.yandex.key,android.permission.BIND_JOB_SERVICE,signature
com.vietinbank.softotp,android.permission.ACCESS_NETWORK_STATE,normal
com.vietinbank.softotp,android.permission.ACCESS_WIFI_STATE,normal
com.vietinbank.softotp,android.permission.INTERNET,normal
com.vietinbank.softotp,android.permission.USE_BIOMETRIC,normal
com.vietinbank.softotp,android.permission.CAMERA,dangerous
com.vietinbank.softotp,android.permission.USE_FINGERPRINT,normal
com.vietinbank.softotp,android.permission.WAKE_LOCK,normal
com.vietinbank.softotp,com.google.android.c2dm.permission.RECEIVE,customized
com.vietinbank.softotp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
com.vietinbank.softotp,android.permission.BIND_JOB_SERVICE,signature
com.vietinbank.softotp,com.google.android.c2dm.permission.SEND,customized
com.vietinbank.softotp,android.permission.INSTALL_PACKAGES,dangerous
otl.snkl.SnorkelOTP,android.permission.INTERNET,normal
otl.snkl.SnorkelOTP,android.permission.READ_PHONE_STATE,dangerous
otl.snkl.SnorkelOTP,android.permission.CAMERA,dangerous
de.sbeh.rdp_otp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
cy.com.netinfo.crdbotp,android.permission.INTERNET,normal
cy.com.netinfo.crdbotp,android.permission.ACCESS_NETWORK_STATE,normal
cy.com.netinfo.crdbotp,android.permission.WAKE_LOCK,normal
cy.com.netinfo.crdbotp,com.google.android.c2dm.permission.RECEIVE,customized
cy.com.netinfo.crdbotp,com.google.android.c2dm.permission.SEND,customized
hr.asseco.android.otp,android.permission.INTERNET,normal
hr.asseco.android.otp,android.permission.CAMERA,dangerous
hr.asseco.android.otp,com.google.android.providers.gsf.permission.READ_GSERVICES,customized
hr.asseco.android.otp,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,customized
hr.asseco.android.otp,android.permission.WAKE_LOCK,normal
hr.asseco.android.otp,com.google.android.c2dm.permission.RECEIVE,customized
hr.asseco.android.otp,hr.asseco.android.otp.permission.C2D_MESSAGE,customized
hr.asseco.android.otp,android.permission.GET_TASKS,N/A
hr.asseco.android.otp,android.permission.ACCESS_NETWORK_STATE,normal
hr.asseco.android.otp,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
hr.asseco.android.otp,android.permission.INSTALL_PACKAGES,dangerous
hr.asseco.android.otp,com.google.android.c2dm.permission.SEND,customized
com.GlowOTP,android.permission.READ_PHONE_STATE,dangerous
com.GlowOTP,android.permission.CAMERA,dangerous
com.GlowOTP,android.permission.ACCESS_FINE_LOCATION,dangerous
com.GlowOTP,android.permission.INTERNET,normal
com.GlowOTP,android.permission.VIBRATE,normal
com.GlowOTP,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,customized
com.GlowOTP,android.permission.USE_FINGERPRINT,normal
com.GlowOTP,android.permission.ACCESS_NETWORK_STATE,normal
com.aff.otpdirekt,android.permission.INTERNET,normal
com.aff.otpdirekt,android.permission.ACCESS_FINE_LOCATION,dangerous
com.aff.otpdirekt,android.permission.ACCESS_COARSE_LOCATION,dangerous
com.aff.otpdirekt,android.permission.ACCESS_NETWORK_STATE,normal
com.aff.otpdirekt,android.permission.GET_TASKS,N/A
com.aff.otpdirekt,android.permission.BLUETOOTH,normal
com.aff.otpdirekt,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.aff.otpdirekt,android.permission.CAMERA,dangerous
com.aff.otpdirekt,android.permission.FLASHLIGHT,customized
com.aff.otpdirekt,android.permission.VIBRATE,normal
com.aff.otpdirekt,android.permission.WAKE_LOCK,normal
com.aff.otpdirekt,android.permission.USE_FINGERPRINT,normal
com.aff.otpdirekt,android.permission.INTERACT_ACROSS_USERS_FULL,customized
com.aff.otpdirekt,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.aff.otpdirekt,android.permission.ACCESS_WIFI_STATE,normal
com.aff.otpdirekt,com.google.android.c2dm.permission.RECEIVE,customized
com.aff.otpdirekt,com.aff.otpdirekt.gcm.permission.C2D_MESSAGE,customized
com.aff.otpdirekt,com.aff.otpdirekt.permission.C2D_MESSAGE,customized
com.aff.otpdirekt,android.permission.READ_PHONE_STATE,dangerous
com.aff.otpdirekt,com.google.firebase.auth.api.gms.permission.LAUNCH_FEDERATED_SIGN_IN,customized
com.aff.otpdirekt,android.permission.BIND_JOB_SERVICE,signature
com.aff.otpdirekt,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
com.aff.otpdirekt,com.google.android.c2dm.permission.SEND,customized
com.aff.otpdirekt,android.permission.INSTALL_PACKAGES,dangerous
com.zenithbank.zenithetoken,android.permission.INTERNET,normal
com.zenithbank.zenithetoken,android.permission.ACCESS_NETWORK_STATE,normal
com.zenithbank.zenithetoken,android.permission.READ_PHONE_STATE,dangerous
com.zenithbank.zenithetoken,android.permission.VIBRATE,normal
com.CIBEgyptSecureToken,android.permission.READ_PHONE_STATE,dangerous
com.CIBEgyptSecureToken,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,customized
com.CIBEgyptSecureToken,android.permission.USE_FINGERPRINT,normal
com.CIBEgyptSecureToken,android.permission.ACCESS_NETWORK_STATE,normal
com.CIBEgyptSecureToken,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
com.CIBEgyptSecureToken,android.permission.BIND_JOB_SERVICE,signature
com.goldtime.authy,android.permission.INTERNET,normal
com.goldtime.authy,android.permission.CAMERA,dangerous
com.goldtime.authy,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.goldtime.authy,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
vn.tpb.token.baseotp,android.permission.ACCESS_NETWORK_STATE,normal
vn.tpb.token.baseotp,android.permission.ACCESS_WIFI_STATE,normal
vn.tpb.token.baseotp,android.permission.INTERNET,normal
vn.tpb.token.baseotp,android.permission.READ_PHONE_STATE,dangerous
vn.tpb.token.baseotp,android.permission.USE_FINGERPRINT,normal
vn.tpb.token.baseotp,android.permission.USE_BIOMETRIC,normal
vn.tpb.token.baseotp,android.permission.WAKE_LOCK,normal
vn.tpb.token.baseotp,com.google.android.c2dm.permission.RECEIVE,customized
vn.tpb.token.baseotp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
vn.tpb.token.baseotp,android.permission.BIND_JOB_SERVICE,signature
vn.tpb.token.baseotp,com.google.android.c2dm.permission.SEND,customized
vn.tpb.token.baseotp,android.permission.INSTALL_PACKAGES,dangerous
com.BankMisrSoftToken,android.permission.READ_PHONE_STATE,dangerous
com.BankMisrSoftToken,android.permission.CAMERA,dangerous
com.BankMisrSoftToken,android.permission.VIBRATE,normal
com.BankMisrSoftToken,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,customized
com.BankMisrSoftToken,android.permission.USE_FINGERPRINT,normal
com.BankMisrSoftToken,android.permission.ACCESS_NETWORK_STATE,normal
com.sitin.sitinotp,android.permission.READ_PHONE_STATE,dangerous
com.protectimus.totpburner.nfc,android.permission.INTERNET,normal
com.protectimus.totpburner.nfc,android.permission.NFC,normal
com.protectimus.totpburner.nfc,android.permission.CAMERA,dangerous
com.protectimus.totpburner.nfc,android.permission.ACCESS_WIFI_STATE,normal
com.protectimus.totpburner.nfc,android.permission.ACCESS_NETWORK_STATE,normal
com.protectimus.totpburner.nfc,android.permission.WAKE_LOCK,normal
com.protectimus.totpburner.nfc,com.google.android.c2dm.permission.RECEIVE,customized
com.protectimus.totpburner.nfc,com.protectimus.totpburner.nfc.permission.C2D_MESSAGE,customized
com.protectimus.totpburner.nfc,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
com.protectimus.totpburner.nfc,android.permission.INSTALL_PACKAGES,dangerous
com.protectimus.totpburner.nfc,com.google.android.c2dm.permission.SEND,customized
com.sgn.sgotp.lotte,android.permission.INTERNET,normal
com.sgn.sgotp.lotte,android.permission.ACCESS_NETWORK_STATE,normal
com.sgn.sgotp.lotte,android.permission.ACCESS_WIFI_STATE,normal
com.sgn.sgotp.lotte,android.permission.CHANGE_WIFI_STATE,normal
com.sgn.sgotp.lotte,android.permission.ACCESS_COARSE_LOCATION,dangerous
com.sgn.sgotp.lotte,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.sgn.sgotp.lotte,android.permission.READ_EXTERNAL_STORAGE,dangerous
oracle.idm.mobile.authenticator,android.permission.CAMERA,dangerous
oracle.idm.mobile.authenticator,android.permission.INTERNET,normal
oracle.idm.mobile.authenticator,android.permission.USE_FINGERPRINT,normal
oracle.idm.mobile.authenticator,android.permission.READ_PHONE_STATE,dangerous
oracle.idm.mobile.authenticator,android.permission.ACCESS_WIFI_STATE,normal
oracle.idm.mobile.authenticator,android.permission.ACCESS_NETWORK_STATE,normal
oracle.idm.mobile.authenticator,android.permission.WAKE_LOCK,normal
oracle.idm.mobile.authenticator,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
oracle.idm.mobile.authenticator,com.google.android.c2dm.permission.RECEIVE,customized
oracle.idm.mobile.authenticator,android.permission.BIND_JOB_SERVICE,signature
oracle.idm.mobile.authenticator,android.permission.INSTALL_PACKAGES,dangerous
oracle.idm.mobile.authenticator,com.google.android.c2dm.permission.SEND,customized
com.sgn.secureguardotp,android.permission.INTERNET,normal
com.sgn.secureguardotp,android.permission.ACCESS_NETWORK_STATE,normal
com.sgn.secureguardotp,android.permission.ACCESS_WIFI_STATE,normal
com.sgn.secureguardotp,android.permission.CHANGE_WIFI_STATE,normal
com.sgn.secureguardotp,android.permission.ACCESS_COARSE_LOCATION,dangerous
com.sgn.secureguardotp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.sgn.secureguardotp,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.sgn.secureguardotp,android.permission.RESTART_PACKAGES,N/A
com.sgn.secureguardotp,android.permission.USE_FINGERPRINT,normal
com.sgn.secureguardotp,android.permission.USE_BIOMETRIC,normal
com.dreammirae.anyauth.android,com.dreammirae.anyotp.migration.provider,customized
com.dreammirae.anyauth.android,android.permission.READ_PHONE_STATE,dangerous
com.dreammirae.anyauth.android,android.permission.INTERNET,normal
com.dreammirae.anyauth.android,android.permission.ACCESS_NETWORK_STATE,normal
com.dreammirae.anyauth.android,android.permission.ACCESS_WIFI_STATE,normal
com.dreammirae.anyauth.android,android.permission.CAMERA,dangerous
com.dreammirae.anyauth.android,android.permission.USE_BIOMETRIC,normal
com.dreammirae.anyauth.android,android.permission.USE_FINGERPRINT,normal
com.dreammirae.anyauth.android,com.dreammirae.anyotp.provider,customized
com.dreammirae.anyauth.android,android.permission.USE_FULL_SCREEN_INTENT,normal
com.dreammirae.anyauth.android,android.permission.WAKE_LOCK,normal
com.dreammirae.anyauth.android,android.permission.RECEIVE_BOOT_COMPLETED,normal
com.dreammirae.anyauth.android,com.google.android.c2dm.permission.RECEIVE,customized
com.dreammirae.anyauth.android,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
com.dreammirae.anyauth.android,android.permission.BIND_JOB_SERVICE,signature
com.dreammirae.anyauth.android,com.google.android.c2dm.permission.SEND,customized
dev.cat.coffee.authenticator,android.permission.CAMERA,dangerous
dev.cat.coffee.authenticator,android.permission.GET_ACCOUNTS,dangerous
dev.cat.coffee.authenticator,android.permission.INTERNET,normal
dev.cat.coffee.authenticator,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
dev.cat.coffee.authenticator,android.permission.READ_EXTERNAL_STORAGE,dangerous
dev.cat.coffee.authenticator,android.permission.USE_FINGERPRINT,normal
dev.cat.coffee.authenticator,android.permission.ACCESS_NETWORK_STATE,normal
dev.cat.coffee.authenticator,android.permission.WAKE_LOCK,normal
dev.cat.coffee.authenticator,android.permission.RECEIVE_BOOT_COMPLETED,normal
dev.cat.coffee.authenticator,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
dev.cat.coffee.authenticator,android.permission.BIND_JOB_SERVICE,signature
com.google.android.apps.authenticator2,android.permission.VIBRATE,normal
com.google.android.apps.authenticator2,android.permission.INTERNET,normal
com.google.android.apps.authenticator2,android.permission.USE_BIOMETRIC,normal
com.google.android.apps.authenticator2,android.permission.USE_FINGERPRINT,normal
com.google.android.apps.authenticator2,android.permission.USE_CREDENTIALS,customized
com.google.android.apps.authenticator2,android.permission.AUTHENTICATE_ACCOUNTS,customized
com.google.android.apps.authenticator2,android.permission.NFC,normal
com.google.android.apps.authenticator2,android.permission.CAMERA,dangerous
com.google.android.apps.authenticator2,android.permission.RECEIVE_BOOT_COMPLETED,normal
com.google.android.apps.authenticator2,android.permission.ACCESS_NETWORK_STATE,normal
com.google.android.apps.authenticator2,android.permission.GET_PACKAGE_SIZE,normal
com.google.android.apps.authenticator2,com.google.android.providers.gsf.permission.READ_GSERVICES,customized
com.google.android.apps.authenticator2,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
com.LuxTrustMobile,android.permission.ACCESS_NETWORK_STATE,normal
com.LuxTrustMobile,android.permission.INTERNET,normal
com.LuxTrustMobile,android.permission.SYSTEM_ALERT_WINDOW,signature
com.LuxTrustMobile,android.permission.ACCESS_COARSE_LOCATION,dangerous
com.LuxTrustMobile,android.permission.ACCESS_FINE_LOCATION,dangerous
com.LuxTrustMobile,android.permission.READ_PHONE_STATE,dangerous
com.LuxTrustMobile,android.permission.CAMERA,dangerous
com.LuxTrustMobile,android.permission.MODIFY_AUDIO_SETTINGS,normal
com.LuxTrustMobile,android.permission.RECORD_AUDIO,dangerous
com.LuxTrustMobile,android.permission.USE_FINGERPRINT,normal
com.LuxTrustMobile,android.permission.USE_BIOMETRIC,normal
com.LuxTrustMobile,android.permission.WAKE_LOCK,normal
com.LuxTrustMobile,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
com.LuxTrustMobile,com.google.android.c2dm.permission.RECEIVE,customized
com.LuxTrustMobile,android.permission.RECEIVE_BOOT_COMPLETED,normal
com.LuxTrustMobile,android.permission.FOREGROUND_SERVICE,normal
com.LuxTrustMobile,android.permission.VIBRATE,normal
com.LuxTrustMobile,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,customized
com.LuxTrustMobile,android.permission.FLASHLIGHT,customized
com.LuxTrustMobile,android.permission.BLUETOOTH,normal
com.LuxTrustMobile,android.permission.BLUETOOTH_ADMIN,normal
com.LuxTrustMobile,android.permission.QUERY_ALL_PACKAGES,N/A
com.LuxTrustMobile,android.permission.BIND_JOB_SERVICE,signature
com.LuxTrustMobile,com.google.android.c2dm.permission.SEND,customized
sg.worktable.pingoauth,android.permission.CAMERA,dangerous
sg.worktable.pingoauth,android.permission.USE_BIOMETRIC,normal
sg.worktable.pingoauth,android.permission.USE_FINGERPRINT,normal
sg.worktable.pingoauth,android.permission.INTERNET,normal
sg.worktable.pingoauth,android.permission.ACCESS_NETWORK_STATE,normal
sg.worktable.pingoauth,android.permission.WAKE_LOCK,normal
sg.worktable.pingoauth,com.google.android.c2dm.permission.RECEIVE,customized
sg.worktable.pingoauth,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
sg.worktable.pingoauth,android.permission.BIND_JOB_SERVICE,signature
sg.worktable.pingoauth,com.google.android.c2dm.permission.SEND,customized
sg.worktable.pingoauth,android.permission.INSTALL_PACKAGES,dangerous
vn.com.sacombank.msign,android.permission.ACCESS_NETWORK_STATE,normal
vn.com.sacombank.msign,android.permission.INTERNET,normal
vn.com.sacombank.msign,android.permission.WAKE_LOCK,normal
vn.com.sacombank.msign,com.google.android.c2dm.permission.RECEIVE,customized
vn.com.sacombank.msign,android.permission.USE_FINGERPRINT,normal
vn.com.sacombank.msign,android.permission.CAMERA,dangerous
vn.com.sacombank.msign,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
vn.com.sacombank.msign,android.permission.BIND_JOB_SERVICE,signature
vn.com.sacombank.msign,com.google.android.c2dm.permission.SEND,customized
vn.com.sacombank.msign,android.permission.INSTALL_PACKAGES,dangerous
com.kiwoom.unitycert,android.permission.INTERNET,normal
com.kiwoom.unitycert,android.permission.READ_PHONE_STATE,dangerous
com.kiwoom.unitycert,android.permission.ACCESS_WIFI_STATE,normal
com.kiwoom.unitycert,android.permission.CHANGE_WIFI_STATE,normal
com.kiwoom.unitycert,android.permission.WAKE_LOCK,normal
com.kiwoom.unitycert,android.permission.VIBRATE,normal
com.kiwoom.unitycert,android.permission.ACCESS_NETWORK_STATE,normal
com.kiwoom.unitycert,android.permission.SYSTEM_ALERT_WINDOW,signature
com.kiwoom.unitycert,android.permission.USE_FINGERPRINT,normal
com.techcombank.stk.corp,android.permission.INTERNET,normal
com.techcombank.stk.corp,android.permission.CAMERA,dangerous
com.techcombank.stk.corp,android.permission.USE_BIOMETRIC,normal
com.techcombank.stk.corp,android.permission.READ_PHONE_STATE,dangerous
com.techcombank.stk.corp,android.permission.USE_FINGERPRINT,normal
com.techcombank.stk.corp,android.permission.ACCESS_WIFI_STATE,normal
com.techcombank.stk.corp,android.permission.ACCESS_NETWORK_STATE,normal
com.techcombank.stk.corp,android.permission.WAKE_LOCK,normal
com.techcombank.stk.corp,com.google.android.c2dm.permission.RECEIVE,customized
com.techcombank.stk.corp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
com.techcombank.stk.corp,android.permission.BIND_JOB_SERVICE,signature
com.techcombank.stk.corp,com.google.android.c2dm.permission.SEND,customized
com.techcombank.stk.corp,android.permission.INSTALL_PACKAGES,dangerous
eu.netinfo.cdb.otp,android.permission.INTERNET,normal
eu.netinfo.cdb.otp,android.permission.READ_PHONE_STATE,dangerous
com.bitrixsoft.otp,android.permission.CAMERA,dangerous
com.bitrixsoft.otp,android.permission.VIBRATE,normal
com.bitrixsoft.otp,android.permission.FLASHLIGHT,customized
org.juanjcsr.newcloudotp,android.permission.CAMERA,dangerous
org.juanjcsr.newcloudotp,android.permission.INTERNET,normal
org.juanjcsr.newcloudotp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
org.juanjcsr.newcloudotp,android.permission.READ_PHONE_STATE,dangerous
com.square_enix_software_token,android.permission.READ_PHONE_STATE,dangerous
com.square_enix_software_token,android.permission.INTERNET,normal
com.square_enix_software_token,android.permission.ACCESS_NETWORK_STATE,normal
com.trumotp.club,android.permission.INTERNET,normal
com.trumotp.club,android.permission.CHANGE_NETWORK_STATE,normal
com.trumotp.club,android.permission.CHANGE_WIFI_STATE,normal
com.trumotp.club,android.permission.ACCESS_NETWORK_STATE,normal
com.trumotp.club,android.permission.ACCESS_WIFI_STATE,normal
com.trumotp.club,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,N/A
com.trumotp.club,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.gemalto.idprove,android.permission.CAMERA,dangerous
com.gemalto.idprove,android.permission.FLASHLIGHT,customized
com.gemalto.idprove,android.permission.ACCESS_WIFI_STATE,normal
com.gemalto.idprove,android.permission.INTERNET,normal
com.gemalto.idprove,android.permission.ACCESS_NETWORK_STATE,normal
com.gemalto.idprove,android.permission.READ_PHONE_STATE,dangerous
com.ncb.bank.otp,android.permission.USE_BIOMETRIC,normal
com.ncb.bank.otp,android.permission.CAMERA,dangerous
com.ncb.bank.otp,android.permission.ACCESS_NETWORK_STATE,normal
com.ncb.bank.otp,android.permission.ACCESS_WIFI_STATE,normal
com.ncb.bank.otp,android.permission.USE_FINGERPRINT,normal
com.ncb.bank.otp,android.permission.INTERNET,normal
me.jmh.authenticatorpro,android.permission.CAMERA,dangerous
me.jmh.authenticatorpro,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,normal
me.jmh.authenticatorpro,android.permission.FLASHLIGHT,customized
me.jmh.authenticatorpro,android.permission.WAKE_LOCK,normal
me.jmh.authenticatorpro,android.permission.ACCESS_NETWORK_STATE,normal
me.jmh.authenticatorpro,android.permission.RECEIVE_BOOT_COMPLETED,normal
me.jmh.authenticatorpro,android.permission.FOREGROUND_SERVICE,normal
me.jmh.authenticatorpro,android.permission.USE_BIOMETRIC,normal
me.jmh.authenticatorpro,android.permission.USE_FINGERPRINT,normal
me.jmh.authenticatorpro,android.permission.BIND_JOB_SERVICE,signature
me.jmh.authenticatorpro,android.permission.DUMP,dangerous
wibmo.com.wibmoAuthApp,android.permission.INTERNET,normal
wibmo.com.wibmoAuthApp,android.permission.ACCESS_NETWORK_STATE,normal
wibmo.com.wibmoAuthApp,android.permission.READ_PHONE_STATE,dangerous
wibmo.com.wibmoAuthApp,android.permission.READ_EXTERNAL_STORAGE,dangerous
wibmo.com.wibmoAuthApp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
wibmo.com.wibmoAuthApp,android.permission.USE_FINGERPRINT,normal
wibmo.com.wibmoAuthApp,android.permission.WAKE_LOCK,normal
wibmo.com.wibmoAuthApp,com.google.android.c2dm.permission.RECEIVE,customized
wibmo.com.wibmoAuthApp,wibmo.com.wibmoAuthApp.permission.C2D_MESSAGE,customized
wibmo.com.wibmoAuthApp,com.google.firebase.auth.api.gms.permission.LAUNCH_FEDERATED_SIGN_IN,customized
wibmo.com.wibmoAuthApp,android.permission.BIND_JOB_SERVICE,signature
wibmo.com.wibmoAuthApp,android.permission.INSTALL_PACKAGES,dangerous
wibmo.com.wibmoAuthApp,com.google.android.c2dm.permission.SEND,customized
it.company.sielte,android.permission.ACCESS_NETWORK_STATE,normal
it.company.sielte,android.permission.ACCESS_WIFI_STATE,normal
it.company.sielte,android.permission.CAMERA,dangerous
it.company.sielte,android.permission.FLASHLIGHT,customized
it.company.sielte,android.permission.INTERNET,normal
it.company.sielte,android.permission.USE_FINGERPRINT,normal
it.company.sielte,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,customized
it.company.sielte,android.permission.READ_PHONE_STATE,dangerous
it.company.sielte,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
it.company.sielte,android.permission.READ_EXTERNAL_STORAGE,dangerous
it.company.sielte,android.permission.WAKE_LOCK,normal
it.company.sielte,com.google.android.c2dm.permission.RECEIVE,customized
it.company.sielte,com.google.android.c2dm.permission.SEND,customized
com.u2fa.secur,android.permission.CAMERA,dangerous
eu.sia.siaotp,android.permission.CAMERA,dangerous
