file_name,permission,status,info
com.halcom.ng.mobile.puppaltr,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.halcom.ng.mobile.puppaltr,com.google.android.providers.gsf.permission.READ_GSERVICES,unknown,Unknown permission
com.halcom.ng.mobile.puppaltr,android.permission.INTERNET,normal,full Internet access
com.halcom.ng.mobile.puppaltr,android.permission.CALL_PHONE,dangerous,directly call phone numbers
com.halcom.ng.mobile.puppaltr,android.permission.GET_TASKS,dangerous,retrieve running applications
com.halcom.ng.mobile.puppaltr,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.halcom.ng.mobile.puppaltr,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.halcom.ng.mobile.puppaltr,android.permission.FLASHLIGHT,normal,control flashlight
com.dreammirae.anyauth.android,com.dreammirae.anyotp.migration.provider,unknown,Unknown permission
com.dreammirae.anyauth.android,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.dreammirae.anyauth.android,android.permission.INTERNET,normal,full Internet access
com.dreammirae.anyauth.android,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.dreammirae.anyauth.android,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.dreammirae.anyauth.android,android.permission.CAMERA,dangerous,take pictures and videos
com.dreammirae.anyauth.android,android.permission.USE_BIOMETRIC,normal,
com.dreammirae.anyauth.android,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.dreammirae.anyauth.android,com.dreammirae.anyotp.provider,unknown,Unknown permission
com.dreammirae.anyauth.android,android.permission.USE_FULL_SCREEN_INTENT,normal,
com.dreammirae.anyauth.android,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.dreammirae.anyauth.android,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
com.dreammirae.anyauth.android,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.dreammirae.anyauth.android,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.FAISATOKEN,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.FAISATOKEN,android.permission.CAMERA,dangerous,take pictures and videos
com.FAISATOKEN,android.permission.VIBRATE,normal,control vibrator
com.FAISATOKEN,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,unknown,Unknown permission
com.FAISATOKEN,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.FAISATOKEN,android.permission.ACCESS_NETWORK_STATE,normal,view network status
me.jmh.authenticatorpro,android.permission.CAMERA,dangerous,take pictures and videos
me.jmh.authenticatorpro,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,normal,
me.jmh.authenticatorpro,android.permission.FLASHLIGHT,normal,control flashlight
me.jmh.authenticatorpro,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
me.jmh.authenticatorpro,android.permission.ACCESS_NETWORK_STATE,normal,view network status
me.jmh.authenticatorpro,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
me.jmh.authenticatorpro,android.permission.FOREGROUND_SERVICE,normal,
me.jmh.authenticatorpro,android.permission.USE_BIOMETRIC,normal,
me.jmh.authenticatorpro,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
at.tugraz.iaik.signapp,android.permission.INTERNET,normal,full Internet access
at.tugraz.iaik.signapp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
at.tugraz.iaik.signapp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
at.tugraz.iaik.signapp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
at.tugraz.iaik.signapp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.entrust.identityGuard.mobile,android.permission.FOREGROUND_SERVICE,normal,
com.entrust.identityGuard.mobile,android.permission.INTERNET,normal,full Internet access
com.entrust.identityGuard.mobile,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.entrust.identityGuard.mobile,android.permission.VIBRATE,normal,control vibrator
com.entrust.identityGuard.mobile,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.entrust.identityGuard.mobile,android.permission.CAMERA,dangerous,take pictures and videos
com.entrust.identityGuard.mobile,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.entrust.identityGuard.mobile,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,unknown,Unknown permission
com.entrust.identityGuard.mobile,android.permission.sec.OTP_PROVISION,unknown,Unknown permission
com.entrust.identityGuard.mobile,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
com.entrust.identityGuard.mobile,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.entrust.identityGuard.mobile,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.entrust.identityGuard.mobile,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.entrust.identityGuard.mobile,android.permission.WRITE_SETTINGS,dangerous,modify global system settings
com.gstotpauthenticator,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.gstotpauthenticator,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.gstotpauthenticator,android.permission.INTERNET,normal,full Internet access
com.gstotpauthenticator,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.gstotpauthenticator,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.gstotpauthenticator,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
hr.asseco.android.mtoken.ht.test,android.permission.INTERNET,normal,full Internet access
hr.asseco.android.mtoken.ht.test,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
hr.asseco.android.mtoken.ht.test,android.permission.GET_TASKS,dangerous,retrieve running applications
com.dxc.ipwr,android.permission.INTERNET,normal,full Internet access
com.dxc.ipwr,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.systemat.SeeZam_OTP,android.permission.VIBRATE,normal,control vibrator
com.systemat.SeeZam_OTP,android.permission.INTERNET,normal,full Internet access
com.systemat.SeeZam_OTP,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.systemat.SeeZam_OTP,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.systemat.SeeZam_OTP,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.authy.authy,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.authy.authy,android.permission.CAMERA,dangerous,take pictures and videos
com.authy.authy,android.permission.INTERNET,normal,full Internet access
com.authy.authy,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.authy.authy,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.authy.authy,android.permission.VIBRATE,normal,control vibrator
com.authy.authy,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.authy.authy,android.permission.FOREGROUND_SERVICE,normal,
com.authy.authy,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
teakwang.tsis.motp,android.permission.INTERNET,normal,full Internet access
teakwang.tsis.motp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
teakwang.tsis.motp,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
teakwang.tsis.motp,android.permission.CHANGE_NETWORK_STATE,normal,change network connectivity
teakwang.tsis.motp,android.permission.CHANGE_WIFI_STATE,normal,change Wi-Fi status
teakwang.tsis.motp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
teakwang.tsis.motp,android.permission.GET_TASKS,dangerous,retrieve running applications
teakwang.tsis.motp,android.permission.CALL_PHONE,dangerous,directly call phone numbers
teakwang.tsis.motp,teakwang.tsis.motp.permission.C2D_MESSAGE,unknown,Unknown permission
teakwang.tsis.motp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
teakwang.tsis.motp,android.permission.GET_ACCOUNTS,dangerous,list accounts
teakwang.tsis.motp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
teakwang.tsis.motp,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
teakwang.tsis.motp,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,unknown,Unknown permission
teakwang.tsis.motp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.protectimus.totpburner.nfc,android.permission.INTERNET,normal,full Internet access
com.protectimus.totpburner.nfc,android.permission.NFC,normal,control Near-Field Communication
com.protectimus.totpburner.nfc,android.permission.CAMERA,dangerous,take pictures and videos
com.protectimus.totpburner.nfc,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.protectimus.totpburner.nfc,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.protectimus.totpburner.nfc,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.protectimus.totpburner.nfc,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.protectimus.totpburner.nfc,com.protectimus.totpburner.nfc.permission.C2D_MESSAGE,unknown,Unknown permission
it.aruba.pec.mobile.otp,android.permission.INTERNET,normal,full Internet access
it.aruba.pec.mobile.otp,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
it.aruba.pec.mobile.otp,android.permission.USE_BIOMETRIC,normal,
it.aruba.pec.mobile.otp,android.permission.CAMERA,dangerous,take pictures and videos
it.aruba.pec.mobile.otp,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
it.aruba.pec.mobile.otp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
it.aruba.pec.mobile.otp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
it.aruba.pec.mobile.otp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.protectimus.android,android.permission.VIBRATE,normal,control vibrator
com.protectimus.android,android.permission.INTERNET,normal,full Internet access
com.protectimus.android,android.permission.CAMERA,dangerous,take pictures and videos
com.protectimus.android,android.permission.FLASHLIGHT,normal,control flashlight
com.protectimus.android,android.permission.CHANGE_WIFI_STATE,normal,change Wi-Fi status
com.protectimus.android,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.vpbank.vpbanksmartotp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.vpbank.vpbanksmartotp,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.vpbank.vpbanksmartotp,android.permission.INTERNET,normal,full Internet access
com.vpbank.vpbanksmartotp,android.permission.USE_BIOMETRIC,normal,
com.vpbank.vpbanksmartotp,android.permission.CAMERA,dangerous,take pictures and videos
com.vpbank.vpbanksmartotp,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.vpbank.vpbanksmartotp,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.vpbank.vpbanksmartotp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.vpbank.vpbanksmartotp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.vpbank.vpbanksmartotp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
br.com.powersoftware.otpsafe,android.permission.INTERNET,normal,full Internet access
br.com.powersoftware.otpsafe,android.permission.CAMERA,dangerous,take pictures and videos
br.com.powersoftware.otpsafe,android.permission.FLASHLIGHT,normal,control flashlight
br.com.powersoftware.otpsafe,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
br.com.powersoftware.otpsafe,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.atsolution.android.uotp2,android.permission.INTERNET,normal,full Internet access
com.atsolution.android.uotp2,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.atsolution.android.uotp2,android.permission.SYSTEM_ALERT_WINDOW,dangerous,display system-level alerts
com.atsolution.android.uotp2,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
org.shadowice.flocke.andotp,android.permission.CAMERA,dangerous,take pictures and videos
com.aircuve.motpkey_miraeasset,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.aircuve.motpkey_miraeasset,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.aircuve.motpkey_miraeasset,android.permission.CHANGE_NETWORK_STATE,normal,change network connectivity
com.aircuve.motpkey_miraeasset,android.permission.CHANGE_WIFI_STATE,normal,change Wi-Fi status
com.aircuve.motpkey_miraeasset,android.permission.INTERNET,normal,full Internet access
com.aircuve.motpkey_miraeasset,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.aircuve.motpkey_miraeasset,android.permission.CAMERA,dangerous,take pictures and videos
com.changingtec.motp.pro,android.permission.INTERNET,normal,full Internet access
com.changingtec.motp.pro,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.changingtec.motp.pro,android.permission.CAMERA,dangerous,take pictures and videos
com.changingtec.motp.pro,android.permission.VIBRATE,normal,control vibrator
com.changingtec.motp.pro,android.permission.SYSTEM_ALERT_WINDOW,dangerous,display system-level alerts
com.changingtec.motp.pro,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.changingtec.motp.pro,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.changingtec.motp.pro,com.changingtec.motp.pro.permission.C2D_MESSAGE,unknown,Unknown permission
com.changingtec.motp.pro,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.changingtec.motp.pro,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.pacifico.pacificid,android.permission.INTERNET,normal,full Internet access
com.pacifico.pacificid,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.pacifico.pacificid,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.pacifico.pacificid,android.permission.GET_ACCOUNTS,dangerous,list accounts
com.pacifico.pacificid,com.easysolutions.detectid_otp.permission.C2D_MESSAGE,unknown,Unknown permission
com.pacifico.pacificid,android.permission.CAMERA,dangerous,take pictures and videos
com.pacifico.pacificid,android.permission.EXPAND_STATUS_BAR,normal,expand/collapse status bar
com.pacifico.pacificid,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.pacifico.pacificid,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,unknown,Unknown permission
com.pacifico.pacificid,android.permission.VIBRATE,normal,control vibrator
com.pacifico.pacificid,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.pacifico.pacificid,android.permission.RECORD_AUDIO,dangerous,record audio
com.pacifico.pacificid,android.permission.WRITE_SETTINGS,dangerous,modify global system settings
com.pacifico.pacificid,com.sec.android.provider.badge.permission.READ,unknown,Unknown permission
com.pacifico.pacificid,com.sec.android.provider.badge.permission.WRITE,unknown,Unknown permission
com.pacifico.pacificid,com.htc.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.pacifico.pacificid,com.htc.launcher.permission.UPDATE_SHORTCUT,unknown,Unknown permission
com.pacifico.pacificid,com.sonyericsson.home.permission.BROADCAST_BADGE,unknown,Unknown permission
com.pacifico.pacificid,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,unknown,Unknown permission
com.pacifico.pacificid,com.anddoes.launcher.permission.UPDATE_COUNT,unknown,Unknown permission
com.pacifico.pacificid,com.majeur.launcher.permission.UPDATE_BADGE,unknown,Unknown permission
com.pacifico.pacificid,com.huawei.android.launcher.permission.CHANGE_BADGE,unknown,Unknown permission
com.pacifico.pacificid,com.huawei.android.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.pacifico.pacificid,com.huawei.android.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.pacifico.pacificid,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.pacifico.pacificid,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.pacifico.pacificid,android.permission.READ_APP_BADGE,unknown,Unknown permission
com.pacifico.pacificid,com.oppo.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.pacifico.pacificid,com.oppo.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.pacifico.pacificid,me.everything.badger.permission.BADGE_COUNT_READ,unknown,Unknown permission
com.pacifico.pacificid,me.everything.badger.permission.BADGE_COUNT_WRITE,unknown,Unknown permission
com.pacifico.pacificid,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.pacifico.pacificid,com.pacifico.pacificid.permission.C2D_MESSAGE,unknown,Unknown permission
com.BANKABC,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.BANKABC,android.permission.CAMERA,dangerous,take pictures and videos
com.BANKABC,android.permission.VIBRATE,normal,control vibrator
com.BANKABC,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,unknown,Unknown permission
com.BANKABC,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.BANKABC,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.BANKABC,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
eu.netinfo.netteller.cqur.motp,android.permission.INTERNET,normal,full Internet access
eu.netinfo.netteller.cqur.motp,android.permission.USE_BIOMETRIC,normal,
eu.netinfo.netteller.cqur.motp,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
eu.netinfo.netteller.cqur.motp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
eu.netinfo.netteller.cqur.motp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
eu.netinfo.netteller.cqur.motp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
eu.netinfo.netteller.cqur.motp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.vn.vib.smeotp,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.vn.vib.smeotp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.vn.vib.smeotp,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.vn.vib.smeotp,android.permission.INTERNET,normal,full Internet access
com.vn.vib.smeotp,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.vn.vib.smeotp,android.permission.CAMERA,dangerous,take pictures and videos
com.vn.vib.smeotp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.vn.vib.smeotp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.vn.vib.smeotp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
vn.com.sacombank.msign,android.permission.ACCESS_NETWORK_STATE,normal,view network status
vn.com.sacombank.msign,android.permission.INTERNET,normal,full Internet access
vn.com.sacombank.msign,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
vn.com.sacombank.msign,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
vn.com.sacombank.msign,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
vn.com.sacombank.msign,android.permission.CAMERA,dangerous,take pictures and videos
vn.com.sacombank.msign,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.kiwoom.unitycert,android.permission.INTERNET,normal,full Internet access
com.kiwoom.unitycert,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.kiwoom.unitycert,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.kiwoom.unitycert,android.permission.CHANGE_WIFI_STATE,normal,change Wi-Fi status
com.kiwoom.unitycert,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.kiwoom.unitycert,android.permission.VIBRATE,normal,control vibrator
com.kiwoom.unitycert,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.kiwoom.unitycert,android.permission.SYSTEM_ALERT_WINDOW,dangerous,display system-level alerts
com.kiwoom.unitycert,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.ezmcom.cimb.softtoken.ezidv4,android.permission.CAMERA,dangerous,take pictures and videos
com.ezmcom.cimb.softtoken.ezidv4,android.permission.INTERNET,normal,full Internet access
com.ezmcom.cimb.softtoken.ezidv4,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.ezmcom.cimb.softtoken.ezidv4,android.permission.VIBRATE,normal,control vibrator
com.feelanet.artstrongid.sec,android.permission.INTERNET,normal,full Internet access
com.feelanet.artstrongid.sec,android.permission.CAMERA,dangerous,take pictures and videos
com.feelanet.artstrongid.sec,android.permission.VIBRATE,normal,control vibrator
com.feelanet.artstrongid.sec,android.permission.USE_BIOMETRIC,normal,
com.feelanet.artstrongid.sec,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.feelanet.artstrongid.sec,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.feelanet.artstrongid.sec,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.feelanet.artstrongid.sec,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.feelanet.artstrongid.sec,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
io.faceotp.faceotp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
io.faceotp.faceotp,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
io.faceotp.faceotp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
io.faceotp.faceotp,android.permission.INTERNET,normal,full Internet access
io.faceotp.faceotp,android.permission.CAMERA,dangerous,take pictures and videos
io.faceotp.faceotp,android.permission.READ_CONTACTS,dangerous,read contact data
io.faceotp.faceotp,com.sec.android.provider.badge.permission.READ,unknown,Unknown permission
io.faceotp.faceotp,com.sec.android.provider.badge.permission.WRITE,unknown,Unknown permission
io.faceotp.faceotp,com.htc.launcher.permission.READ_SETTINGS,unknown,Unknown permission
io.faceotp.faceotp,com.htc.launcher.permission.UPDATE_SHORTCUT,unknown,Unknown permission
io.faceotp.faceotp,com.sonyericsson.home.permission.BROADCAST_BADGE,unknown,Unknown permission
io.faceotp.faceotp,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,unknown,Unknown permission
io.faceotp.faceotp,com.anddoes.launcher.permission.UPDATE_COUNT,unknown,Unknown permission
io.faceotp.faceotp,com.majeur.launcher.permission.UPDATE_BADGE,unknown,Unknown permission
io.faceotp.faceotp,com.huawei.android.launcher.permission.CHANGE_BADGE,unknown,Unknown permission
io.faceotp.faceotp,com.huawei.android.launcher.permission.READ_SETTINGS,unknown,Unknown permission
io.faceotp.faceotp,com.huawei.android.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
io.faceotp.faceotp,android.permission.READ_APP_BADGE,unknown,Unknown permission
io.faceotp.faceotp,com.oppo.launcher.permission.READ_SETTINGS,unknown,Unknown permission
io.faceotp.faceotp,com.oppo.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
io.faceotp.faceotp,me.everything.badger.permission.BADGE_COUNT_READ,unknown,Unknown permission
io.faceotp.faceotp,me.everything.badger.permission.BADGE_COUNT_WRITE,unknown,Unknown permission
io.faceotp.faceotp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
io.faceotp.faceotp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
io.faceotp.faceotp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
ru.yandex.key,android.permission.CAMERA,dangerous,take pictures and videos
ru.yandex.key,android.permission.VIBRATE,normal,control vibrator
ru.yandex.key,android.permission.INTERNET,normal,full Internet access
ru.yandex.key,android.permission.ACCESS_NETWORK_STATE,normal,view network status
ru.yandex.key,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
ru.yandex.key,android.permission.USE_CREDENTIALS,dangerous,use the authentication credentials of an account
ru.yandex.key,android.permission.GET_ACCOUNTS,dangerous,list accounts
ru.yandex.key,android.permission.MANAGE_ACCOUNTS,dangerous,manage the accounts list
ru.yandex.key,android.permission.AUTHENTICATE_ACCOUNTS,dangerous,act as an account authenticator
dev.cat.coffee.authenticator,android.permission.CAMERA,dangerous,take pictures and videos
dev.cat.coffee.authenticator,android.permission.GET_ACCOUNTS,dangerous,list accounts
dev.cat.coffee.authenticator,android.permission.INTERNET,normal,full Internet access
dev.cat.coffee.authenticator,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
dev.cat.coffee.authenticator,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
dev.cat.coffee.authenticator,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
dev.cat.coffee.authenticator,android.permission.ACCESS_NETWORK_STATE,normal,view network status
dev.cat.coffee.authenticator,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
dev.cat.coffee.authenticator,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
ro.len.mobile,android.permission.INTERNET,normal,full Internet access
ro.len.mobile,android.permission.ACCESS_NETWORK_STATE,normal,view network status
ro.len.mobile,android.permission.VIBRATE,normal,control vibrator
com.sgn.sgotp,android.permission.INTERNET,normal,full Internet access
com.sgn.sgotp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.sgn.sgotp,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.sgn.sgotp,android.permission.CHANGE_WIFI_STATE,normal,change Wi-Fi status
com.sgn.sgotp,android.permission.ACCESS_COARSE_LOCATION,dangerous,coarse (network-based) location
com.sgn.sgotp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.sgn.sgotp,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.sgn.sgotp,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.sgn.sgotp,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,unknown,Unknown permission
com.portwise.mid.clients.android,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.portwise.mid.clients.android,android.permission.INTERNET,normal,full Internet access
com.portwise.mid.clients.android,android.permission.FOREGROUND_SERVICE,normal,
com.canopus.otpmacgenerator.finductive,android.permission.INTERNET,normal,full Internet access
com.canopus.otpmacgenerator.finductive,android.permission.CAMERA,dangerous,take pictures and videos
vn.tpb.token.baseotp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
vn.tpb.token.baseotp,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
vn.tpb.token.baseotp,android.permission.INTERNET,normal,full Internet access
vn.tpb.token.baseotp,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
vn.tpb.token.baseotp,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
vn.tpb.token.baseotp,android.permission.USE_BIOMETRIC,normal,
vn.tpb.token.baseotp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
vn.tpb.token.baseotp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
vn.tpb.token.baseotp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.jeptoken,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.jeptoken,android.permission.INTERNET,normal,full Internet access
com.jeptoken,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.jeptoken,android.permission.USE_BIOMETRIC,normal,
com.jeptoken,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.jeptoken,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.jeptoken,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
eu.netinfo.bcb.otp,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
eu.netinfo.bcb.otp,android.permission.INTERNET,normal,full Internet access
eu.netinfo.bcb.otp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
