,appId,title,score,rating,review,comment,priceT,install,genre,developer,release,email
55,com.BankMisrSoftToken,BM Soft Token,3.1,1934,719,"[""Feature is currently restricted. Please contact bank, then call the bank (sorry it's from Administration and we don't know when it will be available again) Just we are clients to serve bank administration. Shame just they can decide what they want without even notice the clients!!!!"", 'worst experience ever. one star is too much. one day my soft token suddenly is not working. i went to the branch in UAE and created a new request. whenever i call the call center they tell me we have no instructions to activate for customers outside egypt ! althought i have done all the required steps in UAE branch. for more than a month im not able to do any transfer from my account and no one cares. i have never seen this in any bank in the world.', 'It doesn\'t make sense at all to stop the online transfer without any customer notice. I spent many hours trying to do an online transfer and it said ""wrong OTP"". At least show me the service is not currently working. Horrible customer experience!', 'Very inconvenience to stop the online transfer without notice especially for the customer outside the country even trying to call your call center more than 40 min international without answer I just figured out the issue from the reviews', 'The worst application ever. What does it mean that you stop it wothout any reason or prior notification. You have to be punished and pay fines for this inconvenience.']",Free,500000,FINANCE,Banque Misr,"Aug 15, 2019",Internetandmobilebanking@banquemisr.com
56,com.sitin.sitinotp,error,error,error,error,error,error,error,error,error,error,error
57,com.protectimus.totpburner.nfc,PROTECTIMUS TOTP BURNER,3.6,19,11,"[""Easy to use and setup. Limited scanning. Worked easy for Google. Would not scan for Microsoft Authenticator QR code. Can't enter the manual code provided by Microsoft. The button for manual enter code is not in English. Haven't tried to setup others."", 'No Go, customer service experience has been horrible, slow response with just a different non personal approach to dealing with people, their security and tech.', 'Not bad. Keep going.', 'This application should also be fixing the time drifts on a ""burn"". Cards with clock drifts have no solution as of now. Not acceptable']",Free,1000,TOOLS,Protectimus Solutions LLP,"Jan 28, 2017",support@protectimus.com
58,com.sgn.sgotp.lotte,LOTTE OTP,0.0,0,0,[],Free,1000,TOOLS,"SGN Co., Ltd","May 12, 2019",sgni.korea@gmail.com
59,oracle.idm.mobile.authenticator,Oracle Mobile Authenticator,4.0,234,64,"['Very bad experience with the app. It says ""scan QR code"" when you do it won\'t even recognize. App is a waste of time.', 'Can please someone help, the app was crashing so I uninstalled it and reinstalled it, but now I can\'t sign in it shows ""this account is already configured on another device comntact the administrator"" I can\'t get the OTP, please help..', ""After the update, the app keeps stopping at startup. I cannot enter (use) the app because it is giving an error all the time : 'Authenticator has stopped'"", 'No export of keys 😑 Also, some QR codes do not work in this authentication app. Same codes work fine in Google authenticator.', 'Push notification not working on Android (any of our many different devices). Need to open the app, only then an in-app notification shows up.']",Free,100000,BUSINESS,"Oracle America, Inc.","Mar 7, 2014",mobileauthenticator_in@oracle.com
60,com.sgn.secureguardotp,SecureGuard OTP V2.0,3.1,7,3,['Pardeep_kumar'],Free,1000,TOOLS,"SGN Co., Ltd","Jun 10, 2020",sgni.korea@gmail.com
61,com.dreammirae.anyauth.android,AnyAUTH,0.0,0,0,[],Free,5000,TOOLS,mirae-tech,"Feb 25, 2020",miraetech0@gmail.com
62,dev.cat.coffee.authenticator,Free OTP Authenticator with cloud sync,4.0,65,17,"['Synchronize with Google is not working. Please fix it.', 'I tried many 2FA apps but this one is better than other even google authenticator app.', 'Best', 'Wrost', 'Best']",Free,10000,TOOLS,RidDev,"Feb 7, 2018",dev@netcom.su
63,com.google.android.apps.authenticator2,Google Authenticator,3.9,344404,85218,"[""I love the app however, I got a new phone, had Google transfer my apps and figured that was it. Well there is no way to access this app once the phone has been restored to the original status. Sent 2 feedbacks with the hope that someone might read them and help. So now I have uninstalled with my fingers crossed that a re-install will fix the issue. Google needs to fix this. I can't be the only non-nerd that this has happened to"", 'It is a great app unless you change to a brand new phone or you lose your current one. As you log in with success with google account in the new phone and install the app again, it should show all the authentication accounts you get permission early in the app, instead on start everything from begining again. I believe Google can do it better!!', ""This app is useless if your phone is lost, breaks, etc. You're unable to sign into the app to pull up your account but no - if you're unable to see your QR code or or codes, you're unable to login. It really sucks. I had to get a new phone so I'm unable to use the authenticator to login to Facebook so I have to wait for them to review my driver's license. Don't use this app."", ""Don't use this app. literally any other authenticator would be better. WHY IS ITNOT LINKED TO MY GOOGLE ACCOUNT?! After replacing my broken phone, the app no longer shows any of the codes in the new phone. The only way to move them over to the new phone is by scanning the code from the old phone. What kind of bs is that?! Getting a new phone because your old one stopped working completely locks you out of any account that you've set up with this trash app."", ""Big fail going to a new device. It literally says 'go to your old device' with no other option to import the accounts from the old device. It's strange that somehow the Google Authenticator app doesn't associate the accounts with my Google account. I'll admit I don't know enough about authenticator apps to understand why this roadblock exists. What bothers me the most is that there wasn't another option if my old device was unavailable.""]",Free,50000000,TOOLS,Google LLC,"Mar 21, 2012",accounts-support@google.com
64,com.LuxTrustMobile,LuxTrust Mobile,4.2,2016,739,"['This app is missing the ability to have multiple accounts. Like for example MS authenticator. This is crucial, as one of my banks now required the login via this app. If my other bank now does the same, then what? Maybe you can have multiple accounts, but in the app there is no reference or actions to do so. This has to be high priority for your development team, as entities start to require this instead of the token.', ""You manage to make mobile banking complicated, congratulations! I live abroad and entirely rely on you services working smoothly. After each update, I consistently have to activate everything from scratch, contact the bank and wait hours on the line at my costs. Truly infuriating. I have other accounts with other banks who don't use your services. I will be sticking with them."", ""I used the app for months, using fingerprint to unlock. Then after an update my fingerprint unlock got disabled and I had to use a pin code to unlock. Well, I didn't remember the pin code after so many months. Had to phone customer support, uninstall the app, reinstall, and jump through all the hoops of activation again. Bad experience!!!"", ""Impossible to activate. The activation SMS never arrives. EDIT - after a couple of months I decided to try the activation process again. Congrats, you managed to mess it up even more, now I get stuck at step 1 because it doesn't even recognize my User ID. Useless app, if I could give it a negative score, I would."", 'Do not upgrade to version 3.4.1. It will kill your fingerprint authentication ( due to device model ) and will not allow you to accept challenge notification only with ""passphrase"" if you happen to be away and you dont remember password you never used before you will be blocked out from your secured access ( bank and whatever you use it for ) update read-me DID NOT SAY ANYTHING about disabling your certificate access "" if we do not like your device model "" very lousy job in update documentation']",Free,100000,BUSINESS,LuxTrust S.A.,"Oct 26, 2015",info@luxtrust.lu
65,sg.worktable.pingoauth,PinGo Auth,4.4,126,56,"['UPDATE! OK pala Need lang i adjust-adjust sa ""RESET DEVICE TIME"" Not Working,paano kami makapag cash out. Pandemic pa man din. Everytime We Use the OTP, it says invalid OTP, Not only me who experience this problem. This made us dificulty in cashing out our income. Maybe beter the company should add other option to get a code for encashment Not only this App.', 'Not working is just stock with image of a lock and says setup you new 6 digit pin. That it no option to put the pin or to do other steps.', 'This does not work! I was not able to cash out! So frustrating!', 'Google Authenticator fixed the problem I had with Uphold wallet.', 'Good and at the sametime be patient']",Free,50000,TOOLS,Worktable Pte Ltd,"Jan 11, 2020",ask@speshe.com
66,vn.com.sacombank.msign,Sacombank mSign,3.7,2165,1013,"[""Can't not get the OTP, every time i sign in, it was become the Sacom ebanking, and don't show me the OTP code. App is so bad"", 'Keeps telling me to sign in and keeps jumps back to the main app with nothing happening, the payments NEVER go through, this app just sucks', ""The Web UI is very hard to sign in. Even the username was forced to use the number, it's very hard to remember. Very bad experience with this bank."", ""DOES NOT WORK ! It detects that my phone is 'rooted' when it is NOT. All my other bank account apps from around the world work but not this mSign app. Useless, so I now have to use SMS for OTP."", 'What a suck app, have to use both app paralelly for obtain an OTP, get mad with the app, bye n never see ya again']",Free,100000,FINANCE,Sacombank,"Aug 14, 2017",ask@sacombank.com
67,com.kiwoom.unitycert,키움통합인증,1.9,139,95,"['진짜 xx xx들인가 어플을 몇 개를 깔라는 거야 모바일 otp 하나 받는데.', '공인인증서를 대체 하려는 노력 때문에 별 하나 더 드립니다.']",Free,100000,FINANCE,"Kiwoom Securities Co., Ltd.","Jan 23, 2019",kiwoomit@gmail.com
68,com.techcombank.stk.corp,TCB OTP,3.8,424,216,"['unsatisfactory . app does not work on my Samsung note 8.. the app keeps restarting before I can input the password and user id', 'Not logical app setup. Cause inconvenience to end user.', 'the app doesnt work on android... how are we supposed to do any transfers (do any business) if this app doesnt work?!?!?', 'crash. all. the. freaking. time.', 'Very bad and buggy']",Free,100000,BUSINESS,VIETNAM TECHNOLOGICAL  COMMERCIAL JOINT STOCK BANK,"Feb 23, 2019",techcombankapp@gmail.com
69,eu.netinfo.cdb.otp,error,error,error,error,error,error,error,error,error,error,error
70,com.bitrixsoft.otp,Bitrix24 OTP,2.9,278,73,"['Great APP. Working fine.', 'Connection to all your business in one place', ""I can't configure it on my phone. first it say i have to find the QR code on my login page on the desktop and scan it. but i can not find this QR code. then i try the manual route and i can not generate the secret key. stuck"", 'Good app. Works well', 'All good']",Free,100000,TOOLS,Bitrix,"Oct 15, 2014",tushinsky@gmail.com
71,org.juanjcsr.newcloudotp,Cloud OTP,4.0,5,5,"['Would be excellent and good or great control', 'OK to store tokens but useless for backup and restore - every time I try to restore it creates the app & restoring to another device never works.']",Free,500,TOOLS,JCSR,"Jun 28, 2017",jc@jcsr.me
72,com.square_enix_software_token,SQUARE ENIX Software Token,2.9,7462,1992,"[""This one time password emergency removal token nonsense is stopping me from even trying FFXIV. I need the OTP to login to both the website and the app... and can't get the OTP without first being logged into and having access to the OTP.. absolute garbage. Second time trying to give the game a go and it's this stupid system that stops me each time after an hour of going in circles I'm at a loss."", 'Not a good way of doing this!!! It makes security and recovery a complete nightmare. Why not just use simple two step verification method and use an existing authentication system? Why create another closed system? The KISS method please!!', ""I mean it works? But if you ever change device it's a nightmare. If you ever lose your code. You have to go through their support team which is fine. But it means you can't play until you get a response. I don't kkow why they don't just add 2 step verification like everywhere else so you can use other apps like Google authenticator etc."", ""It doesn't work for me. I use the right username, password, and bday and it says it's wrong. It also closes everytime i try to open another app. So I can't use something like Nordpass with it as it cannot be used to copy paste nor can it be used to auto fill as the function won't work. This is the worse one time password app I've ever seen."", ""This so far this app has not givens me any issues, in fact it's actually being quite working well on my end. I know security plays a huge factor in to this however I believe this could be better. My idea is If we could add a system when trying to log onto the game, the app sends a notification pop-up to your phone acknowledging if this is you or not. Something to cut down time with the process it's now.""]",Free,1000000,ENTERTAINMENT,"SQUARE ENIX Co.,Ltd.","Mar 27, 2013",Android_support@square-enix.com
73,com.trumotp.club,Trùm OTP,4.4,140,51,[],Free,10000,TOOLS,Thai Duc Nguyen,"Dec 20, 2017",thainguyen1357@gmail.com
74,com.gemalto.idprove,IDProve OTP,3.4,22,8,"['App failed to run on a device that is not rooted, with error about insecure environment. No additional help or feedback was given, so user is left with no means to resolve the situation. Bad app design.', 'Why Dont work in my device?! 😒 say: cant run this divice! 😐 My Android Phone is 5.0.1 😒 pleas fix this problem 🙏', 'Warning, does not run on rooted devices at all!', ""Can't use for rooted devices. Basically need to get new phone or my department to get different service. Can't believe they let this bug go"", 'Since when is not allowing the device owner to be root a security feature?   Removing this ""feature"" is left as an exercise to the reader.  Edit after trying to use it: Viewport is locked in portrait, which gives a bad user experience on smartphones that are used in landscape (e.g. Xperia mini pro). Also registration fails with a generic unhelpful error (Registration Error: Your Mobile Token cannot be personalized).']",Free,5000,BUSINESS,Thales DIS (Singapore) Pte Ltd,"Mar 26, 2014",IDConfirm.IDProve.Support@gemalto.com
75,com.ncb.bank.otp,NCB Smart OTP,4.2,22,7,['Tuyệt vời'],Free,5000,BUSINESS,Ngân hàng Quốc Dân,"May 26, 2020",hungnd1@ncb-bank.vn
76,org.cry.otp,Mobile-OTP,3.7,202,57,"[""This is the best app for world there are not any stupid adds in this app this app I like it very much it is very helpful for the otp I like this is the best thing of the world it is helpful in many ways and the users that are saying that please see my comments ok there is not any thing missing in this app or Aaplog kya chahte ho ke isma sare features rahe utna koi company nahi kar sakte hai ki sare features ek app me dal de ha please reply my message ok that's my challenge ok na"", ""Totally time waste.Bad apps ever i has been installed.I'm confuse their rating!How it's possible."", 'Exactly what I need and very easy to use!', 'What Is this only no this is not OTP hated this app very much', ""It's so difficult to use...""]",Free,100000,COMMUNICATION,Miceli Bros.,,michael.miceli88@gmail.com
77,me.jmh.authenticatorpro,Authenticator Pro | offline 2FA Two Factor app,4.7,757,362,"[""Best ever authenticator app. Compact, neat and smart. It's a shame that mega corporations with practically unlimited budget can't make an app like this. All the respect to the developers of this app! You did a perfect application. It is a gem. Keep it up! We count on you."", 'Safe and reliable authenticator with more features than any of the popular authenticators Would be great if it had a password manager (as text without autofill feature, to import passwords from browsers) as well', ""Phenomenal Authenticator application. Clearly built with care. I pray it doesn't get abandoned like some other ones."", 'Simple, easy to use. Generated my passcode immediately whereas others did not. Nice.', 'This app is so freakin good! Works and looks fantastic on phone, tablet and watch! I cannot fault this app whatsoever.']",Free,100000,TOOLS,jmh,"Dec 29, 2018",contact@jmh.me
78,wibmo.com.wibmoAuthApp,CanPass,2.6,846,453,"['unable to mail account statement (current account user) always getting below message ""\u2002 We are unable to process your Account Statement Request through ePassbook application. , Please try again after sometime.. Inconvenience is regretted .""', 'Very bad app when compared with Syndicate passbook app. We have 15 accounts at Thane branch .. When u checked on revews of other customers for last 6 months everyone has given "" Bad reviews"" still when I started the app.. nothing progress and all problems are same as it is.... Canara IT cell has not bothered to rectify .. I think no-one is bothered .. who cares? Attitude. This is really shameful. Hope someone seniors looks into it and corrects and make all customers happy.', 'Canpass app ask for handset screen lock. Which will creates problems with some people who àre not familer. App should have its own locking system. and not interfere with handset setting. App should have it own settings. Even if after creating password or pin it t does not work on smoothly. U should see function of syndicate e passbook. Which suitable easy to operate. Such big Bank does not have good professional. Your customer care department perfect', 'I would give a negative star if I could. This app modifies phone settings including devise authentication. Once logged in it shows repeated push notifications from some random sites asking for authentication. Looks like a serious threat to digital security. Please stop floating such horrible and useless apps. Try enabling Synd epassbook app its much more user friendly .', 'Kindly do simple way to operate this app even aged custerms, otherwise no use for this app, Today I have tried too many times to open it, but when I was in Syndicate bank it is truely simple and operate every age of custemers. Always showing route device is detected, what is it ?.']",Free,100000,FINANCE,Canara  Bank,"Sep 4, 2019",hocancard@canarabank.com
79,vn.com.bidv.softotp,BIDV Smart OTP,3.5,1677,1169,"['Complicated, force user to use and have to follow multiple procedures everytime you accidentally reset your device. Never comeback again.', 'Worst app ever! Confusing and complicated! Full of errors and u guys still pushed out to the market and forced users to use. What a waste of time!', 'The Otp timer is not reset after each changes from each transaction code character input', 'not useful at all....very user unfriendly..it always says wrong OTP but I used the correct one.', 'A little complicated but useful for security purposes']",Free,100000,FINANCE,NHTMCP Đầu tư và Phát triển Việt Nam (BIDV),"Oct 4, 2018",bitcdevelopment@gmail.com
80,it.company.sielte,MySielteID,4.5,8759,3580,"['Easy to use and fast notification...', 'Terrible, it crashes EVERY SINGLE MINUTE!!!!!', 'Ask always to reinstall the app.. drop always.. difficult to use', 'I Have a problem since I added a second digital id....now the program just crashes after the thumbprint recognition....is there a fix?', 'Perfect and user friendly interface design.']",Free,100000,PRODUCTIVITY,Sielte S.p.A.,"Apr 27, 2017",spid@sielte.it
81,com.u2fa.secur,Secur - Cross platform 2FA OTP authenticator,4.7,23,13,"['Great app. Looking for cloud sync feature. That can save lots of efforts after switching to new phone!', 'found a bug within 5 minutes. newest qr code scanned in sequencevappears to catch the account name of previous account scanned until the app is force stopped and restarted.', 'Really good alternative to other similar apps. And also the UI is very clean and nice.', 'Great alternative to google authenticator! Loved the UI, kudos to the dev team for such a great app!', 'The UI looks pretty cool. Waiting for the sync feature!']",Free,500,TOOLS,PotatoProject,"Jul 30, 2020",amolele@gmail.com
82,eu.sia.siaotp,SIA Secure OTP,0.0,0,0,[],Free,500,FINANCE,SIA S.p.A.,"Oct 11, 2017",appdev@sia.eu
83,br.gov.caixa.codigocaixa,Código Caixa,2.5,7811,3953,"['Nojo desse app kkkkk', 'A caixa desafia a lógica! QR CODE pra escanear no proprio celular. Digamos que alguem precise do auxilio mas nem tem dinheiro pra ter um smartphone moderno e a caixa exige que tenha 2 pelo menos. Que idiotice! Será que já pensaram em usar email ou sms? #Privatizaçao é bom.', 'É muita má vontade de fazer uma PALHAÇADA que esses órgão públicos fazem conosco.', 'O aplicativo simplesmente não tem nenhuma instrução de como usar, central de ajuda ou manual. Muito confuso.', 'COMO QUE A PESSOA VAI ESCANEAR O QR CODE SE ESTÁ NO PRÓPRIO CELULAR??']",Free,1000000,BUSINESS,Caixa Econômica Federal,"Mar 26, 2018",geset07@caixa.gov.br
84,nh.smart.signone,NH스마트인증 - 안심보안/스마트OTP,3.2,4536,1471,"['The foreigners cannot understand the rules and regulations about this app. Specially when we going to send or check our accounts .. we hope that there is an English language here so that we can understand the regulations..its very hard to read and understand ! You have to call the korean people to translate it LOL', 'Another garbage to use this bank. Ok, let me ask why you only opt the ARS for verification? Please add additional such as Text verification too. Wastw waste waste then, finally I give up to install it. How many apps I need to install to use this bank? You guys need to understand the fin market and please consolidate them into one app for customers security and satisfaction.', '존재 이유를 알 수 없음. 인증서 재발급 하는 편이 나음', 'good', '앱 하나로 좀 해결하면 안되냐? 이제 은행어플까지 이거저거 설치하라고 난리네']",Free,1000000,FINANCE,농협BANK,"Dec 12, 2014",nhebiz@nonghyup.com
85,com.isprint.SWIFTToken,SWIFT Token,3.7,11,3,"['The only authenticator that worked with mySwift. LastPass, Microsoft and Google authenticator all failed.', 'Really good']",Free,1000,PRODUCTIVITY,i-Sprint,"Nov 18, 2016",androidapps@i-sprint.com
86,com.dxc.ipwr,iPwR OTP Generator,0.0,0,0,[],Free,500,BUSINESS,DXC Technology,"Jul 11, 2019",ipwr.support@dxc.com
87,com.vn.vib.smeotp,VIB Smart OTP,4.1,46,16,"['Nhu cc', 'ع الله لسه هنشوف']",Free,10000,BUSINESS,VIB Mobile App,"Jun 30, 2020",mobile-support@vib.com.vn
88,org.fedorahosted.freeotp,FreeOTP Authenticator,3.9,3439,1076,"[""Couldn't be easier to use, works with anything and doesn't require accounts or sharing data. Brilliant! The one downside is no easy import/export method."", 'Works perfectly until you buy a new phone. You have to manually re-register all your tokens on your new phone, unless you are a software engineer with Android experience.', 'Works well, gets used a lot. Light and simple, minimal permissions.', ""Redhat surely can afford a simple update making the app officially compatible with the newest Android versions? Also note that it's cumbersome(impossible?) to transfer tokens to a new phone. This is certainly a bit more secure, but be aware that you make this convenience/security tradeoff."", 'add ""tags"" (groups) to items, and add ability to share code as qr code, to another device without sync. Please. thank you']",Free,1000000,TOOLS,Red Hat,"Nov 13, 2013",freeotp-devel@lists.fedorahosted.org
89,sk.otp.viamo,OTP VIAMO,4.4,7,2,[],Free,1000,FINANCE,ČSOB,"Apr 24, 2019",info@otpbanka.sk
90,com.sbi.SBISecure,SBI Secure OTP,2.1,16061,8491,"['Doesn`t work. As I am out of India right now - I need this app to do online banking but it doesn`t work. Even after sending SMS it hangs and then gives an error message. Absolutely worthless app for such a critical functionality. @SBI: Please provide email IDs whom I can contact to resolve the issue of generating OTP for online banking from outside India.', ""How do you guys even have this app published shamelessly? It does not even cross the first page once the app is opened. Do you even have a testing team? If you can't seamlessly support such a very simple app, just get rid of it. We will just go back to SMS OTP method. Fed up. Now don't come and ask me device name, model, provider. You should have figured out the issue by now. By the way why would you even need the provider name? So funny to read your responses to reviews. Good luck in resolving."", 'SBI OTP app is absolute junk just like their website, their customer care and the whole bank. One is not able to login online since this app is introduced and OTP is never received on mobile too. If one provides POOREST feedback on complaints, these super corrupt people have designed it so flawed that it shows an error message and only rating above 3 stars are accepted. Until these corrupt babus jobs and pay is secured, they will never learn anything. SBI babus: you all should go to hell !!!', ""As an NRI customer this app used to work fine for me in the past, and I could avoid carrying the Indian SIM abroad. But with new update, I am stuck - UNABLE TO REGISTER the app though I am trying for about 2 months and several calls to the customer care and home branch. Now I have updated my registered number to be the abroad number, and SBI delivering OTP by SMS to abroad number doesn't work always - I have to repeat the transaction several times until I receive the OTP."", 'Update to my below Review : Another stupidity by SBI. Now even for logging to the Sbi user account online on the web, they require an OTP to be entered apart from the Username, Password and Captcha. Are you guys really serious ? What is next : you will ask for the Attested Birth Certificate copy to be uploaded to let us login on our accounts. Close the website and all the apps. You are anyway making it soooo secure that even the genuine account holders are not able to login to anything, so whats the point of having online presence. We NRIs will have to take a flight and come down to India for any transaction,,, Great !!!!! Please roll back to the previous version. Think about NRIs. If we had the SIM to register the device then why would we need the app in the first place. We could directly get the OTP via SMS. Think logically before implementing these nonsense security features. SBI servers are neither capable of understating ISD coded numbers nor able to send SMS to ISD numbers. PLEASE ROLL BACK TO THE OLD VERSION.']",Free,1000000,FINANCE,State Bank of India,"Nov 9, 2015",mb.support@sbi.co.in
91,com.yubico.yubioath,Yubico Authenticator,3.6,1012,428,"['For a long time I was trying to figure out how to get my NFC key to work with my phone. I\'d tap it and it\'d ask which browser to use and then would open an unhelpful web page. Finally, I discovered this app and thought it might be the solution to using NFC on mobile. Nope! Tap is detected but nothing happens. Finally after a few taps it gives ""Error in Yubikey communication"". Sigh.', 'The app it self is quite easy to use. Really like the ""tap to show listing of 2fa"" instead of just showing everything. But after few times of using it, the app say it have issue with communicating with Yubikey via NFC but when I try the Yubikey with other app login with NFC 2fa function, it works perfectly fine. Yubico really need to fix this Authenticator.', 'To everyone wondering why your YubiKey 5 NFC key isn\'t being read by the authenticator when tapped, go into the app settings and enable ""Read NFC NDEF payload"" then try again, worked for me and now I can NFC read my key! This app is awful please fix it guys...', 'Limited number of 2FA accounts allowed. That makes this worthless. I got the message ""Storage full"" today. Now cant add any more till I delete some. Good job. Hiw is it that a small json text object takes up so much spqce or how is it that you build a KB of db storage? Makes no sense. I had 30 accounts. Why can I not have 100s?', ""Pretty surprised this app hasn't been updated in over 2 years with all the negative reviews. Not even responding to users issues. Clearly there are things to address . Considering the money yubico must make from selling small pieces of plastic for large amounts of money you'd think they could afford to provide better service. Or any service at all. Very strange.""]",Free,100000,TOOLS,Yubico,"Sep 3, 2013",info@yubico.com
92,tdb.otp,OTP TDB,4.3,178,26,"['Please can someone teach me how to use this app', 'ok', 'Best', 'Дөнгөж шинэчлэлт авлаа. Уддаг, олон зуруулдаг хэвээрээ л байна. Засаад өгөөчээ. Ямар энэнээс болж утсаа солилтой биш дээ.', 'Утас интернэтгүй үед компьютер-с яаж вэбээр дансаа шалгах вэ? Бас android эсвэл IOS үйлдлийн системгүй утастай хүмүүс яаж дансаа шалгах юм бэ? Яадаж вэб-р хандахад OTP гаргадаг апп вэб дээрээ байршуулах хэрэгтэй юм шиг санагдаж байна.']",Free,50000,FINANCE,Trade and Development Bank,"Jun 13, 2013",t.od@tdbm.mn
93,tm.asmanoky.otp,AsmanOky OTP,0.0,0,0,[],Free,100,TOOLS,Asman Oky,"May 14, 2020",android-asmanoky-otp@asmanoky.com
94,no.SpareBank1.MobileOTP,One time password (OTP),3.1,1947,739,"['Crashes every time I try to authenticate: Technical error – try again.', 'Doesn\'t work. ""Technical error, please try again. If error persists, please contact the bank.""', ""Since the last update the app keeps interrupting and popping up while I'm in a different app after I'm finished using it. I think the timing of it is when the last-used code expires. It's really annoying though, especially while using banking apps, hope it can be fixed!"", ""The basically failures to do it's only and most important work that is to not crash Everytime I try to logg onto my account. Thanks for the horrible app Sparebank y'all doing a great job."", ""I've entered the correct code three times but it said the code was incorrect. Now the app demands an activation code and when I insert the code I've had received a while ago it says that the code has expired and when I order a new code it says there was an error. Now I can't login to my account.""]",Free,500000,FINANCE,SpareBank 1,"Oct 14, 2011",engangskode.app@sparebank1.no
95,at.tugraz.iaik.signapp,Trans Sped OTP,3.3,7,3,"['You need to press resend code for it to come into the app, and after that you need to refresh the app to see the code. After I unpaired I need to press resend code to get the sms I used to get before automatically.', 'Setati va rog aplicatia sa tina ecranul aprins cat e folosita. Sau macar un delay mai mare, de 5-10 min.']",Free,1000,PRODUCTIVITY,Trans Sped - Trusted Service Provider,"Apr 8, 2020",support@transsped.ro
96,eu.sebbe.www.qrsa,QRSA OTP Authentication,4.8,5,2,[],Free,1000,TOOLS,Sebastian Nielsen (sebbe.eu),"Jun 13, 2016",sebastian@sebbe.eu
97,com.ca.sec.aa.authenticator,CA Mobile Authenticator,3.2,121,42,"[""The application is crashing for Android 11 Google pixel 4a. Doesn't allow login"", 'QR scan crashes after taking picture. Android 8.1.0', 'This is nothing but other than a piece of garbage. Tried 10 times to register through the link provided my bank & this bloody app gave an error message everytime. Hence decided to roll back to SMS OTP. This garbage does not deserve a single star even though i had to gave a star to publish my review. DO NOT DOWNLOAD.. JUST A WASTE OF YOUR TIME & DATA.', ""Oh Goddddd!!!! Please fix this thinggggg... How can I'm working from home if this apps always debug?how many times i delete account and scan the new one from the office😤 i can use once then the next time enter already blocking!really hate itttt! Now MCO, I have certain time gonna to the office. I can't run my work if this small thing happened! Hope you able to improve this apps."", 'Stupid app wasting times. Almost everyday need to readd my account. Codes provided was wrong all the time. One time code can still be generated even wrong passcode was entered to login.']",Free,50000,BUSINESS,"CA, Inc.","Jan 22, 2017",support-aa.pdl@broadcom.com
98,com.ncs.secureconnect.otp,error,error,error,error,error,error,error,error,error,error,error
99,com.ftsafe.otp.activity,OTP Mobile Token,3.6,72,27,"[""After Android 11 upgrade the app is not working on my pixel 2 XL please support Update: It's working now in Android 11"", ""really bad... doesn't work it just hangs and crashes"", 'App is hanging constant.', ""It doesn't work in Android 10."", ""Doesn't work with Android 11""]",Free,10000,BUSINESS,"FEITIAN Technologies US,Inc.","Sep 26, 2017",yangyuan@ftsafe.com
100,kr.kjun.NaverSetup,네이버 설정 (OTP) 바로가기,3.7,47,23,[],Free,10000,TOOLS,kjun,"Apr 8, 2017",junijuniya@gmail.com
101,iSec.Authenticator,error,error,error,error,error,error,error,error,error,error,error
102,com.ws.a.otp,error,error,error,error,error,error,error,error,error,error,error
103,ro.len.mobile,mOTP token,3.6,17,6,"['Works flawlessly', 'On PIN input application is crashing.  Android 4.2.1 Galaxy Nexus', 'Crash on PIN input. GS3', 'Crashes on pin and secret input', 'Crashed on PIN entry']",Free,1000,TOOLS,len,"Jan 7, 2012",len@len.ro
104,com.protectimus.android,PROTECTIMUS SMART OTP,4.4,131,66,"['Pixel 3 XL, Android 10, unable to scan QR codes in, 1/4 of the screen is grey and nothing happens. Hoping the devs can assist.', 'Comfortable and easy to use.', 'Great OTP app!', 'nice', ""Great app. Except it's totally broken on the android P on the Pixel 2 XL. I \nhope it can be fixed. I did send a screenshot of how it operates (or \ndoesn't) via Twitter, but I would be glad to provide additional feedback if \nthat helps the developers. I had to go back to the lousy Google \nAuthenticator, which I think is less secure but it does at least work on P. \n😳""]",Free,10000,TOOLS,Protectimus Solutions LLP,"Feb 12, 2014",support@protectimus.com
105,com.systemat.SeeZam_OTP,SeeZam OTP,3.5,13,3,"['Barely functional and completely unnecessary. The ""Flash the QR-code option"" for adding an account force stops the app so the account can only be added by manually inputting the long secret key.']",Free,5000,PRODUCTIVITY,SeeZam,"Nov 19, 2015",support@seezam.com
106,com.vivokey.vivoauth,VivoKey Authenticator,4.7,13,8,"[""Couldn't ask for a cooler product, team or concept! On top of that the app pulls it off seamlessly. *note* some prior knowledge and experience in this field is incredibly helpful"", ""This thing works great. Always a crowd-pleaser, people can't believe when my TOTP codes get generated from my forearm."", 'Very useful! The future is here!', 'This. Is. Awesome!!!', 'Great product']",Free,1000,TOOLS,VivoKey Technologies,"Jun 15, 2018",apps@vivokey.com
107,com.kmcert.myotp,MyOTP,4.5,4879,4192,"[""Can't get past the initial terms and conditions agreement. Constant crashes."", 'It keeps crashing... straight up garbage', 'This app charged 10,000won every month!!!', 'Make for what ?', '본인인즌실시간정보제공 정보유츌해ㅣㅇ방지']",Free,100000,TOOLS,Korea Mobile Certification,"Sep 22, 2020",kmcapp@kmcert.com
