app_id,type,object,status,reference
com.trumotp.club,netloc,graph.facebook.com,FP,easyprivacy
wibmo.com.wibmoAuthApp,netloc,connectivitycheck.gstatic.com,FP,easylist
wibmo.com.wibmoAuthApp,netloc,connectivitycheck.gstatic.com,FP,easyprivacy
br.gov.caixa.codigocaixa,netloc,connectivitycheck.gstatic.com,FP,easylist
br.gov.caixa.codigocaixa,netloc,connectivitycheck.gstatic.com,FP,easyprivacy
br.gov.caixa.codigocaixa,netloc,play.googleapis.com,FP,easylist
br.gov.caixa.codigocaixa,netloc,play.googleapis.com,FP,easyprivacy
br.gov.caixa.codigocaixa,netloc,1.ssiloc.com,FP,easylist
br.gov.caixa.codigocaixa,netloc,1.ssiloc.com,FP,easyprivacy
br.gov.caixa.codigocaixa,netloc,login.caixa.gov.br,FP,easylist
br.gov.caixa.codigocaixa,netloc,login.caixa.gov.br,FP,easyprivacy
br.gov.caixa.codigocaixa,netloc,accounts.google.com,TP,easylist
br.gov.caixa.codigocaixa,netloc,accounts.google.com,FP,easyprivacy
br.gov.caixa.codigocaixa,netloc,offlinepages-pa.googleapis.com,FP,easylist
br.gov.caixa.codigocaixa,netloc,offlinepages-pa.googleapis.com,FP,easyprivacy
br.gov.caixa.codigocaixa,netloc,www.google.com,TP,easylist
br.gov.caixa.codigocaixa,netloc,www.google.com,FP,easyprivacy
br.gov.caixa.codigocaixa,netloc,inbox.google.com,FP,easylist
br.gov.caixa.codigocaixa,netloc,inbox.google.com,FP,easyprivacy
br.gov.caixa.codigocaixa,netloc,people-pa.googleapis.com,FP,easylist
br.gov.caixa.codigocaixa,netloc,people-pa.googleapis.com,FP,easyprivacy
nh.smart.signone,netloc,newsmart.nonghyup.com,FP,easylist
nh.smart.signone,netloc,newsmart.nonghyup.com,FP,easyprivacy
com.dxc.ipwr,netloc,astoolbox.dxc.technology,FP,easylist
com.dxc.ipwr,netloc,astoolbox.dxc.technology,FP,easyprivacy
com.vn.vib.smeotp,netloc,firebaseinstallations.googleapis.com,FP,easylist
com.vn.vib.smeotp,netloc,firebaseinstallations.googleapis.com,FP,easyprivacy
com.vn.vib.smeotp,netloc,firebase-settings.crashlytics.com,FP,easylist
com.vn.vib.smeotp,netloc,firebase-settings.crashlytics.com,FP,easyprivacy
com.vn.vib.smeotp,netloc,mapiscorp.vib.com.vn,FP,easylist
com.vn.vib.smeotp,netloc,mapiscorp.vib.com.vn,FP,easyprivacy
at.tugraz.iaik.signapp,netloc,msign.transsped.ro,FP,easylist
at.tugraz.iaik.signapp,netloc,msign.transsped.ro,FP,easyprivacy
com.ftsafe.otp.activity,netloc,register.xmpush.global.xiaomi.com,FP,easylist
com.ftsafe.otp.activity,netloc,register.xmpush.global.xiaomi.com,FP,easyprivacy
kr.kjun.NaverSetup,netloc,googleads.g.doubleclick.net,TP,easylist
kr.kjun.NaverSetup,netloc,googleads.g.doubleclick.net,FP,easyprivacy
iSec.Authenticator,netloc,in.appcenter.ms,FP,easylist
iSec.Authenticator,netloc,in.appcenter.ms,FP,easyprivacy
com.protectimus.android,netloc,protectimus.com,FP,easylist
com.protectimus.android,netloc,protectimus.com,FP,easyprivacy
com.systemat.SeeZam_OTP,netloc,firebaseinstallations.googleapis.com,FP,easylist
com.systemat.SeeZam_OTP,netloc,firebaseinstallations.googleapis.com,FP,easyprivacy
com.systemat.SeeZam_OTP,netloc,firebase-settings.crashlytics.com,FP,easylist
com.systemat.SeeZam_OTP,netloc,firebase-settings.crashlytics.com,FP,easyprivacy
com.kmcert.myotp,netloc,www.myotp.co.kr,FP,easylist
com.kmcert.myotp,netloc,www.myotp.co.kr,FP,easyprivacy
com.gstotpauthenticator,netloc,firebaseinstallations.googleapis.com,FP,easylist
com.gstotpauthenticator,netloc,firebaseinstallations.googleapis.com,FP,easyprivacy
com.gstotpauthenticator,netloc,accounts.google.com,TP,easylist
com.gstotpauthenticator,netloc,accounts.google.com,FP,easyprivacy
com.gstotpauthenticator,netloc,chromefeedcontentsuggestions-pa.googleapis.com,FP,easylist
com.gstotpauthenticator,netloc,chromefeedcontentsuggestions-pa.googleapis.com,FP,easyprivacy
com.gstotpauthenticator,netloc,offlinepages-pa.googleapis.com,FP,easylist
com.gstotpauthenticator,netloc,offlinepages-pa.googleapis.com,FP,easyprivacy
de.otp.main,netloc,onetimepass.telesec.de,FP,easylist
de.otp.main,netloc,onetimepass.telesec.de,FP,easyprivacy
vn.funtap.smartotp,netloc,api.platformjk.com,FP,easylist
vn.funtap.smartotp,netloc,api.platformjk.com,FP,easyprivacy
ua.com.cs.ifobs.mobile.android.otp,netloc,otpsmart.com.ua,FP,easylist
ua.com.cs.ifobs.mobile.android.otp,netloc,otpsmart.com.ua,FP,easyprivacy
com.mds.canarabankapp,netloc,appotp.canarabank.in,FP,easylist
com.mds.canarabankapp,netloc,appotp.canarabank.in,FP,easyprivacy
com.netfiles.netfilesotp,netloc,netfiles.de,FP,easylist
com.netfiles.netfilesotp,netloc,netfiles.de,FP,easyprivacy
eu.netinfo.bcb.otp,netloc,onlinebanking.bcb.bm,FP,easylist
eu.netinfo.bcb.otp,netloc,onlinebanking.bcb.bm,FP,easyprivacy
com.stove.otp.google.android,netloc,otp.onstove.com,FP,easylist
com.stove.otp.google.android,netloc,otp.onstove.com,FP,easyprivacy
com.stove.otp.google.android,netloc,logs.81plug.com,FP,easylist
com.stove.otp.google.android,netloc,logs.81plug.com,FP,easyprivacy
com.stove.otp.google.android,netloc,api.onstove.com,FP,easylist
com.stove.otp.google.android,netloc,api.onstove.com,FP,easyprivacy
com18deglab.cylocklite,netloc,www.google.com,TP,easylist
com18deglab.cylocklite,netloc,www.google.com,FP,easyprivacy
com18deglab.cylocklite,netloc,mobilecrashreporting.googleapis.com,FP,easylist
com18deglab.cylocklite,netloc,mobilecrashreporting.googleapis.com,FP,easyprivacy
com.mdmobiasbancadigipass,netloc,offlinepages-pa.googleapis.com,FP,easylist
com.mdmobiasbancadigipass,netloc,offlinepages-pa.googleapis.com,FP,easyprivacy
com.mdmobiasbancadigipass,netloc,accounts.google.com,TP,easylist
com.mdmobiasbancadigipass,netloc,accounts.google.com,FP,easyprivacy
com.changingtec.motp.pro,netloc,firebase-settings.crashlytics.com,FP,easylist
com.changingtec.motp.pro,netloc,firebase-settings.crashlytics.com,FP,easyprivacy
com.changingtec.motp.pro,netloc,firebaseinstallations.googleapis.com,FP,easylist
com.changingtec.motp.pro,netloc,firebaseinstallations.googleapis.com,FP,easyprivacy
com.pacifico.pacificid,netloc,www.bp.fin.ec,FP,easylist
com.pacifico.pacificid,netloc,www.bp.fin.ec,FP,easyprivacy
com.lenovo.otp,netloc,otp.lenovo.com,FP,easylist
com.lenovo.otp,netloc,otp.lenovo.com,FP,easyprivacy
jp.konami.android.otp_token,netloc,swt-gate.konamionline.com,FP,easylist
jp.konami.android.otp_token,netloc,swt-gate.konamionline.com,FP,easyprivacy
vn.savis.smartid,netloc,rosenberg.appmetrica.yandex.net,FP,easylist
vn.savis.smartid,netloc,rosenberg.appmetrica.yandex.net,FP,easyprivacy
com.azure.authenticator,netloc,firebaseinstallations.googleapis.com,FP,easylist
com.azure.authenticator,netloc,firebaseinstallations.googleapis.com,FP,easyprivacy
com.azure.authenticator,netloc,app.adjust.com,FP,easylist
com.azure.authenticator,netloc,app.adjust.com,FP,easyprivacy
com.azure.authenticator,netloc,in.appcenter.ms,FP,easylist
com.azure.authenticator,netloc,in.appcenter.ms,FP,easyprivacy
com.azure.authenticator,netloc,mobile.pipe.aria.microsoft.com,FP,easylist
com.azure.authenticator,netloc,mobile.pipe.aria.microsoft.com,FP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,netloc,accounts.google.com,TP,easylist
vietcombank.itcenter.vcbsmartoptv10,netloc,accounts.google.com,FP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,netloc,clientservices.googleapis.com,FP,easylist
vietcombank.itcenter.vcbsmartoptv10,netloc,clientservices.googleapis.com,FP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,netloc,www.google.com,TP,easylist
vietcombank.itcenter.vcbsmartoptv10,netloc,www.google.com,FP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,netloc,offlinepages-pa.googleapis.com,FP,easylist
vietcombank.itcenter.vcbsmartoptv10,netloc,offlinepages-pa.googleapis.com,FP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,netloc,smartotp.vietcombank.com.vn,FP,easylist
vietcombank.itcenter.vcbsmartoptv10,netloc,smartotp.vietcombank.com.vn,FP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,netloc,update.googleapis.com,FP,easylist
vietcombank.itcenter.vcbsmartoptv10,netloc,update.googleapis.com,FP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,netloc,www.vietcombank.com.vn,FP,easylist
vietcombank.itcenter.vcbsmartoptv10,netloc,www.vietcombank.com.vn,FP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,netloc,portal.vietcombank.com.vn,FP,easylist
vietcombank.itcenter.vcbsmartoptv10,netloc,portal.vietcombank.com.vn,FP,easyprivacy
vietcombank.itcenter.vcbsmartoptv10,netloc,clients4.google.com,FP,easylist
vietcombank.itcenter.vcbsmartoptv10,netloc,clients4.google.com,FP,easyprivacy
com.scrignosa,netloc,firebaseinstallations.googleapis.com,FP,easylist
com.scrignosa,netloc,firebaseinstallations.googleapis.com,FP,easyprivacy
com.scrignosa,netloc,userexperience.popso.it,FP,easylist
com.scrignosa,netloc,userexperience.popso.it,FP,easyprivacy
com.scrignosa,netloc,scrignosa-api.popso.it,FP,easylist
com.scrignosa,netloc,scrignosa-api.popso.it,FP,easyprivacy
kr.or.kftc.fsc,netloc,ssc.kftc.or.kr,FP,easylist
kr.or.kftc.fsc,netloc,ssc.kftc.or.kr,FP,easyprivacy
kr.or.kftc.fsc,netloc,update22.vguard.co.kr:8080,FP,easylist
kr.or.kftc.fsc,netloc,update22.vguard.co.kr:8080,FP,easyprivacy
com.egypt.ais.aismotp,netloc,play.google.com,TP,easylist
com.egypt.ais.aismotp,netloc,play.google.com,TP,easyprivacy
com.authenticator.authservice2,netloc,firebase-settings.crashlytics.com,FP,easylist
com.authenticator.authservice2,netloc,firebase-settings.crashlytics.com,FP,easyprivacy
com.authenticator.authservice2,netloc,firebaseinstallations.googleapis.com,FP,easylist
com.authenticator.authservice2,netloc,firebaseinstallations.googleapis.com,FP,easyprivacy
com.authenticator.authservice2,netloc,www.binaryboot.com,FP,easylist
com.authenticator.authservice2,netloc,www.binaryboot.com,FP,easyprivacy
com.nof.makanoh.openkeypos,url,https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/production/sdk-core-v40-impl.html,FP,easylist
com.nof.makanoh.openkeypos,url,https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/production/sdk-core-v40-impl.html,FP,easyprivacy
com.nof.makanoh.openkeypos,url,https://googleads.g.doubleclick.net/favicon.ico,FP,easylist
com.nof.makanoh.openkeypos,url,https://googleads.g.doubleclick.net/favicon.ico,FP,easyprivacy
com.nof.makanoh.openkeypos,url,https://googleads.g.doubleclick.net/getconfig/pubsetting?app_name=com.nof.makanoh.openkeypos&client=ca-app-pub-5056521106774906&admob_appcc=8917732302,FP,easylist
com.nof.makanoh.openkeypos,url,https://googleads.g.doubleclick.net/getconfig/pubsetting?app_name=com.nof.makanoh.openkeypos&client=ca-app-pub-5056521106774906&admob_appcc=8917732302,FP,easyprivacy
com.authy.authy,url,https://firebase-settings.crashlytics.com/spi/v2/platforms/android/gmp/1:812227132821:android:a47d3941edd13d78/settings?instance=c1ccc4c6edd6e191ada74e4cec48241b464f71f2&build_version=121&display_version=24.3.7&source=1,FP,easylist
com.authy.authy,url,https://firebase-settings.crashlytics.com/spi/v2/platforms/android/gmp/1:812227132821:android:a47d3941edd13d78/settings?instance=c1ccc4c6edd6e191ada74e4cec48241b464f71f2&build_version=121&display_version=24.3.7&source=1,FP,easyprivacy
com.authy.authy,url,https://firebaseinstallations.googleapis.com/v1/projects/authy-app/installations,FP,easylist
com.authy.authy,url,https://firebaseinstallations.googleapis.com/v1/projects/authy-app/installations,FP,easyprivacy
com.authy.authy,url,https://kinesis.us-east-1.amazonaws.com/,FP,easylist
com.authy.authy,url,https://kinesis.us-east-1.amazonaws.com/,FP,easyprivacy
com.dreammirae.otp.android.mirae.multiid.market,url,https://firebase-settings.crashlytics.com/spi/v2/platforms/android/gmp/1:287208951968:android:fc6effe541b2f047/settings?instance=91dedc3feb98ff88c4b6f4644824b2bc46f5dad1&build_version=29&display_version=2.4.0&source=1,FP,easylist
com.dreammirae.otp.android.mirae.multiid.market,url,https://firebase-settings.crashlytics.com/spi/v2/platforms/android/gmp/1:287208951968:android:fc6effe541b2f047/settings?instance=91dedc3feb98ff88c4b6f4644824b2bc46f5dad1&build_version=29&display_version=2.4.0&source=1,FP,easyprivacy
com.dreammirae.otp.android.mirae.multiid.market,url,https://firebaseinstallations.googleapis.com/v1/projects/anyotp-79baf/installations,FP,easylist
com.dreammirae.otp.android.mirae.multiid.market,url,https://firebaseinstallations.googleapis.com/v1/projects/anyotp-79baf/installations,FP,easyprivacy
com.dreammirae.otp.android.mirae.multiid.market,url,https://firebaseremoteconfig.googleapis.com/v1/projects/287208951968/namespaces/firebase:fetch,FP,easylist
com.dreammirae.otp.android.mirae.multiid.market,url,https://firebaseremoteconfig.googleapis.com/v1/projects/287208951968/namespaces/firebase:fetch,FP,easyprivacy
com.dreammirae.otp.android.mirae.multiid.market,url,https://mgw.dreammirae.com:8443/mobile/json,FP,easylist
com.dreammirae.otp.android.mirae.multiid.market,url,https://mgw.dreammirae.com:8443/mobile/json,FP,easyprivacy
com.dreammirae.otp.android.mirae.multiid.market,url,https://mgw.dreammirae.com:8443/mobile/img/121120210804103100542.png,FP,easylist
com.dreammirae.otp.android.mirae.multiid.market,url,https://mgw.dreammirae.com:8443/mobile/img/121120210804103100542.png,FP,easyprivacy
hr.asseco.android.jimba.otpretailng,url,https://mbanking.otpbanka.hr/spp/PS/Marketing/getBanner,FP,easylist
hr.asseco.android.jimba.otpretailng,url,https://mbanking.otpbanka.hr/spp/PS/Marketing/getBanner,FP,easyprivacy
hr.asseco.android.jimba.otpretailng,url,https://www.otpbanka.hr/sites/default/files/doc/img/mbanking/Klik_kredit_600x200_2.jpg,FP,easylist
hr.asseco.android.jimba.otpretailng,url,https://www.otpbanka.hr/sites/default/files/doc/img/mbanking/Klik_kredit_600x200_2.jpg,FP,easyprivacy
hr.asseco.android.jimba.otpretailng,url,https://www.otpbanka.hr/sites/default/files/doc/img/mbanking/m-banking_banner_digital_paket_600x200.jpg,FP,easylist
hr.asseco.android.jimba.otpretailng,url,https://www.otpbanka.hr/sites/default/files/doc/img/mbanking/m-banking_banner_digital_paket_600x200.jpg,FP,easyprivacy
hr.asseco.android.jimba.otpretailng,url,https://www.otpbanka.hr/sites/default/files/doc/img/mbanking/OTP-Zaokruzi-interni_Banner-m-banking-2-600x200.jpg,FP,easylist
hr.asseco.android.jimba.otpretailng,url,https://www.otpbanka.hr/sites/default/files/doc/img/mbanking/OTP-Zaokruzi-interni_Banner-m-banking-2-600x200.jpg,FP,easyprivacy
hr.asseco.android.jimba.otpretailng,url,https://mbanking.otpbanka.hr/spp/PS/JimbaNgRetailOtpHr/login,FP,easylist
hr.asseco.android.jimba.otpretailng,url,https://mbanking.otpbanka.hr/spp/PS/JimbaNgRetailOtpHr/login,FP,easyprivacy
hr.asseco.android.jimba.otpretailng,url,https://mbanking.otpbanka.hr/spp/PS/JimbaNgRetailOtpHr/extendedLogin,FP,easylist
hr.asseco.android.jimba.otpretailng,url,https://mbanking.otpbanka.hr/spp/PS/JimbaNgRetailOtpHr/extendedLogin,FP,easyprivacy
hr.asseco.android.jimba.otpretailng,url,https://mbanking.otpbanka.hr/spp/PS/MsgsOtpRetail/registerForPush,FP,easylist
hr.asseco.android.jimba.otpretailng,url,https://mbanking.otpbanka.hr/spp/PS/MsgsOtpRetail/registerForPush,FP,easyprivacy
com.inwebo.authenticator,url,https://www.myinwebo.com/iwws/MA?action=ActionSetup&mode=activate&id=&macid=0&lastsync=0&version=Android%5fauth%2d4%2e3%2e2%2f0%2e2%2e16&code=152855,FP,easylist
com.inwebo.authenticator,url,https://www.myinwebo.com/iwws/MA?action=ActionSetup&mode=activate&id=&macid=0&lastsync=0&version=Android%5fauth%2d4%2e3%2e2%2f0%2e2%2e16&code=152855,FP,easyprivacy
netinfo.eu.symantec,url,https://mobilecrashreporting.googleapis.com/v1/crashes:batchCreate?key=AIzaSyB8OjfvJVonSO7W6M64oBrYbaC60JhhP-4&alt=json,FP,easylist
netinfo.eu.symantec,url,https://mobilecrashreporting.googleapis.com/v1/crashes:batchCreate?key=AIzaSyB8OjfvJVonSO7W6M64oBrYbaC60JhhP-4&alt=json,FP,easyprivacy
hr.asseco.android.mtoken.ht.test,url,https://mproxy.ht.hr/SP/d/1638412952257104418674502644920012805468/MTS.cfg?p=QW5kcm9pZC9zYW1zdW5nL1NNLUE1MDVZTi9hNTAvc2Ftc3VuZy9BbmRyb2lkIDI5L1JlbGVhc2Ug%0D%0AMTAv,FP,easylist
hr.asseco.android.mtoken.ht.test,url,https://mproxy.ht.hr/SP/d/1638412952257104418674502644920012805468/MTS.cfg?p=QW5kcm9pZC9zYW1zdW5nL1NNLUE1MDVZTi9hNTAvc2Ftc3VuZy9BbmRyb2lkIDI5L1JlbGVhc2Ug%0D%0AMTAv,FP,easyprivacy
com.feelanet.artstrongid.sec,url,https://mfa.secsso.net/AppApiV2/Register/Verify,FP,easylist
com.feelanet.artstrongid.sec,url,https://mfa.secsso.net/AppApiV2/Register/Verify,FP,easyprivacy
com.feelanet.artstrongid.sec,url,https://mfa.secsso.net/AppApiV2/Register/Enroll,FP,easylist
com.feelanet.artstrongid.sec,url,https://mfa.secsso.net/AppApiV2/Register/Enroll,FP,easyprivacy
com.bankofamerica.authenticator,url,https://strongauth-sas-mobile.bankofamerica.com/sasmobile/v1/updates,FP,easylist
com.bankofamerica.authenticator,url,https://strongauth-sas-mobile.bankofamerica.com/sasmobile/v1/updates,FP,easyprivacy
com.bankofamerica.authenticator,url,https://strongauth-sas-mobile.bankofamerica.com/sasmobile/v1/activation/online/licenseactivation,FP,easylist
com.bankofamerica.authenticator,url,https://strongauth-sas-mobile.bankofamerica.com/sasmobile/v1/activation/online/licenseactivation,FP,easyprivacy
com.novoload.otp,url,https://www.google.com/,FP,easylist
com.novoload.otp,url,https://www.google.com/,FP,easyprivacy
com.bncr.detectid_otp,url,https://detect-id.bnonline.fi.cr/detect/public/rest/mobile/version/7.3.0/android,FP,easylist
com.bncr.detectid_otp,url,https://detect-id.bnonline.fi.cr/detect/public/rest/mobile/version/7.3.0/android,FP,easyprivacy
it.previnet.authenticator,url,https://firebase-settings.crashlytics.com/spi/v2/platforms/android/gmp/1:187949772194:android:93ee7f5a0bfb8a9b/settings?instance=7a76c0c2d309210b22fea52308a8d6c239858699&build_version=32&display_version=2.2.2&source=1,FP,easylist
it.previnet.authenticator,url,https://firebase-settings.crashlytics.com/spi/v2/platforms/android/gmp/1:187949772194:android:93ee7f5a0bfb8a9b/settings?instance=7a76c0c2d309210b22fea52308a8d6c239858699&build_version=32&display_version=2.2.2&source=1,FP,easyprivacy
it.previnet.authenticator,url,https://firebaseinstallations.googleapis.com/v1/projects/authenticator-e33a5/installations,FP,easylist
it.previnet.authenticator,url,https://firebaseinstallations.googleapis.com/v1/projects/authenticator-e33a5/installations,FP,easyprivacy
com.sgn.sgotp,url,https://play.google.com/store/apps/details?id=com.sgn.sgotp&hl=it,FP,easylist
com.sgn.sgotp,url,https://play.google.com/store/apps/details?id=com.sgn.sgotp&hl=it,FP,easyprivacy
kr.co.neople.neopleotp,url,https://motp.mobilians.co.kr/MOTP/KeyExchangeServletV2,FP,easylist
kr.co.neople.neopleotp,url,https://motp.mobilians.co.kr/MOTP/KeyExchangeServletV2,FP,easyprivacy
eu.netinfo.netteller.cqur.motp,url,https://mobilecrashreporting.googleapis.com/v1/crashes:batchCreate?key=AIzaSyDqjPqdhKM2kMljrHX9Zj50LLeRKKBRzgk&alt=json,FP,easylist
eu.netinfo.netteller.cqur.motp,url,https://mobilecrashreporting.googleapis.com/v1/crashes:batchCreate?key=AIzaSyDqjPqdhKM2kMljrHX9Zj50LLeRKKBRzgk&alt=json,FP,easyprivacy
club.nagavip.otp,url,https://onesignal.com/api/v1/apps/c8236a2f-515a-42c1-a5c8-4cc4a4045cfe/android_params.js,FP,easylist
club.nagavip.otp,url,https://onesignal.com/api/v1/apps/c8236a2f-515a-42c1-a5c8-4cc4a4045cfe/android_params.js,FP,easyprivacy
club.nagavip.otp,url,https://codepush.appcenter.ms/v0.1/public/codepush/update_check?deployment_key=Edzc8afsKys0HmRFog_uexWRqVpq_TJjxkmMo&app_version=1.0.2&client_unique_id=9a2edc351b248dac,FP,easylist
club.nagavip.otp,url,https://codepush.appcenter.ms/v0.1/public/codepush/update_check?deployment_key=Edzc8afsKys0HmRFog_uexWRqVpq_TJjxkmMo&app_version=1.0.2&client_unique_id=9a2edc351b248dac,FP,easyprivacy
club.nagavip.otp,url,https://codepush.appcenter.ms/v0.1/public/codepush/report_status/deploy,FP,easylist
club.nagavip.otp,url,https://codepush.appcenter.ms/v0.1/public/codepush/report_status/deploy,FP,easyprivacy
club.nagavip.otp,url,https://onesignal.com/api/v1/players,FP,easylist
club.nagavip.otp,url,https://onesignal.com/api/v1/players,FP,easyprivacy
club.nagavip.otp,url,https://mail.google.com/mail/ads/main?rt=b&client=27,FP,easylist
club.nagavip.otp,url,https://mail.google.com/mail/ads/main?rt=b&client=27,FP,easyprivacy
com.halcom.ng.mobile.puppaltr,url,https://ebanking.otpbank.al/sgal_mobile/v1/Prelogin,FP,easylist
com.halcom.ng.mobile.puppaltr,url,https://ebanking.otpbank.al/sgal_mobile/v1/Prelogin,FP,easyprivacy
com.halcom.ng.mobile.puppaltr,url,https://ebanking.otpbank.al/sgal_mobile/v1/OathOtp/ProvisionWizard/Start,FP,easylist
com.halcom.ng.mobile.puppaltr,url,https://ebanking.otpbank.al/sgal_mobile/v1/OathOtp/ProvisionWizard/Start,FP,easyprivacy
com.halcom.ng.mobile.puppaltr,url,https://ebanking.otpbank.al/sgal_mobile/v1/GotoInfoAndShare,FP,easylist
com.halcom.ng.mobile.puppaltr,url,https://ebanking.otpbank.al/sgal_mobile/v1/GotoInfoAndShare,FP,easyprivacy
com.halcom.ng.mobile.puppaltr,url,https://ebanking.otpbank.al/sgal_mobile/v1/InfoAndShareActionList,FP,easylist
com.halcom.ng.mobile.puppaltr,url,https://ebanking.otpbank.al/sgal_mobile/v1/InfoAndShareActionList,FP,easyprivacy
ru.yandex.key,url,https://passport.yandex.ru/,FP,easylist
ru.yandex.key,url,https://passport.yandex.ru/,FP,easyprivacy
ru.yandex.key,url,https://passport.yandex.ru/profile,FP,easylist
ru.yandex.key,url,https://passport.yandex.ru/profile,FP,easyprivacy
ru.yandex.key,url,https://passport.yandex.ru/auth?retpath=https%3A%2F%2Fpassport.yandex.ru%2Fprofile&noreturn=1,FP,easylist
ru.yandex.key,url,https://passport.yandex.ru/auth?retpath=https%3A%2F%2Fpassport.yandex.ru%2Fprofile&noreturn=1,FP,easyprivacy
ru.yandex.key,url,https://report.appmetrica.yandex.net/report?encrypted_request=1&deviceid=51cad9dfe1a0ff96aea17535068ed7fe&uuid=6b643481dc4f46f58816921c22bea6fb&analytics_sdk_version_name=3.5.3&app_version_name=2.7.0&app_build_number=270&os_version=10&os_api_level=29&analytics_sdk_build_number=17744&analytics_sdk_build_type=internal&app_debuggable=0&locale=en_AU&is_rooted=0&app_framework=native&attribution_id=1&api_key_128=9d111317-9e93-40ac-9525-802e40caa1ca&app_id=ru.yandex.key&app_platform=android&model=SM-A505YN&manufacturer=samsung&screen_width=2340&screen_height=1080&screen_dpi=420&scalefactor=2.625&device_type=phone&android_id=9a2edc351b248dac&adv_id=00291781-441b-4581-818f-173c2bfee5ab&limit_ad_tracking=0,FP,easylist
ru.yandex.key,url,https://report.appmetrica.yandex.net/report?encrypted_request=1&deviceid=51cad9dfe1a0ff96aea17535068ed7fe&uuid=6b643481dc4f46f58816921c22bea6fb&analytics_sdk_version_name=3.5.3&app_version_name=2.7.0&app_build_number=270&os_version=10&os_api_level=29&analytics_sdk_build_number=17744&analytics_sdk_build_type=internal&app_debuggable=0&locale=en_AU&is_rooted=0&app_framework=native&attribution_id=1&api_key_128=9d111317-9e93-40ac-9525-802e40caa1ca&app_id=ru.yandex.key&app_platform=android&model=SM-A505YN&manufacturer=samsung&screen_width=2340&screen_height=1080&screen_dpi=420&scalefactor=2.625&device_type=phone&android_id=9a2edc351b248dac&adv_id=00291781-441b-4581-818f-173c2bfee5ab&limit_ad_tracking=0,FP,easyprivacy
ru.yandex.key,url,https://report.appmetrica.yandex.net/report?encrypted_request=1&deviceid=51cad9dfe1a0ff96aea17535068ed7fe&uuid=6b643481dc4f46f58816921c22bea6fb&analytics_sdk_version_name=3.5.3&app_version_name=2.7.0&app_build_number=270&os_version=10&os_api_level=29&analytics_sdk_build_number=17744&analytics_sdk_build_type=internal&app_debuggable=0&locale=en_AU&is_rooted=0&app_framework=native&attribution_id=1&api_key_128=20799a27-fa80-4b36-b2db-0f8141f24180&app_id=ru.yandex.key&app_platform=android&model=SM-A505YN&manufacturer=samsung&screen_width=2340&screen_height=1080&screen_dpi=420&scalefactor=2.625&device_type=phone&android_id=9a2edc351b248dac&adv_id=00291781-441b-4581-818f-173c2bfee5ab&limit_ad_tracking=0,FP,easylist
ru.yandex.key,url,https://report.appmetrica.yandex.net/report?encrypted_request=1&deviceid=51cad9dfe1a0ff96aea17535068ed7fe&uuid=6b643481dc4f46f58816921c22bea6fb&analytics_sdk_version_name=3.5.3&app_version_name=2.7.0&app_build_number=270&os_version=10&os_api_level=29&analytics_sdk_build_number=17744&analytics_sdk_build_type=internal&app_debuggable=0&locale=en_AU&is_rooted=0&app_framework=native&attribution_id=1&api_key_128=20799a27-fa80-4b36-b2db-0f8141f24180&app_id=ru.yandex.key&app_platform=android&model=SM-A505YN&manufacturer=samsung&screen_width=2340&screen_height=1080&screen_dpi=420&scalefactor=2.625&device_type=phone&android_id=9a2edc351b248dac&adv_id=00291781-441b-4581-818f-173c2bfee5ab&limit_ad_tracking=0,FP,easyprivacy
ru.yandex.key,url,https://api.browser.yandex.ru/uma_proto,FP,easylist
ru.yandex.key,url,https://api.browser.yandex.ru/uma_proto,FP,easyprivacy
otl.snkl.SnorkelOTP,url,https://sibernet.southindianbank.com/snkl_otl/1009.htm,FP,easylist
otl.snkl.SnorkelOTP,url,https://sibernet.southindianbank.com/snkl_otl/1009.htm,FP,easyprivacy
cy.com.netinfo.crdbotp,url,https://omnichannels.crdbbank.co.tz/netteller-war/webresources/activate/,FP,easylist
cy.com.netinfo.crdbotp,url,https://omnichannels.crdbbank.co.tz/netteller-war/webresources/activate/,FP,easyprivacy
hr.asseco.android.otp,url,http://token.asseco-see.hr/SxSAdminWS/services/dskpp,FP,easylist
hr.asseco.android.otp,url,http://token.asseco-see.hr/SxSAdminWS/services/dskpp,FP,easyprivacy
com.aff.otpdirekt,url,https://graph.facebook.com/v3.3/513110769395937?fields=supports_implicit_sdk_logging%2Cgdpv4_nux_content%2Cgdpv4_nux_enabled%2Cgdpv4_chrome_custom_tabs_enabled%2Candroid_dialog_configs%2Candroid_sdk_error_categories%2Capp_events_session_timeout%2Capp_events_feature_bitmask%2Cauto_event_mapping_android%2Cseamless_login%2Csmart_login_bookmark_icon_url%2Csmart_login_menu_icon_url&format=json&sdk=android,FP,easylist
