file_name;class_dex;types;matches
com.canopus.otpmacgenerator.finductive-1.apk.json;classes2.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes20.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes21.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes22.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes23.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes24.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes25.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes26.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes27.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes28.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes29.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes3.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes30.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes31.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes32.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes33.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes34.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes35.dex;anti_vm;['possible VM check']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes35.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes36.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes37.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes38.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes39.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes4.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes40.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes41.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes42.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes43.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes44.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes45.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes46.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes47.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes48.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes49.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes5.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes50.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes51.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes52.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes53.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes54.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes55.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes56.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes57.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes57.dex;anti_vm;['Build.MODEL check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes57.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes58.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes59.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes6.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes60.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes61.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes7.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes8.dex;compiler;['dx']
com.canopus.otpmacgenerator.finductive-1.apk.json;classes9.dex;compiler;['dx']
vn.tpb.token.baseotp-19.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
vn.tpb.token.baseotp-19.apk.json;classes.dex;anti_vm;['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible ro.secure check']
vn.tpb.token.baseotp-19.apk.json;classes.dex;compiler;['r8']
com.jeptoken-25.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check']
com.jeptoken-25.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
eu.netinfo.bcb.otp-4.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check']
eu.netinfo.bcb.otp-4.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
com.ca.sec.aa.authenticator-40.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check']
com.ca.sec.aa.authenticator-40.apk.json;classes.dex;compiler;['r8']
com.bncr.detectid_otp-7.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.bncr.detectid_otp-7.apk.json;classes.dex;anti_vm;['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']
com.bncr.detectid_otp-7.apk.json;classes.dex;compiler;['r8 without marker (suspicious)']
com.bncr.detectid_otp-7.apk.json;classes2.dex;anti_vm;['Build.MODEL check']
com.bncr.detectid_otp-7.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
com.pozitron.qib-102.apk.json;;packer;['DexProtector']
com.pozitron.qib-102.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'possible Build.SERIAL check']
com.pozitron.qib-102.apk.json;classes.dex;compiler;['dx']
com.pozitron.qib-102.apk.json;classes2.dex;anti_vm;['Build.MANUFACTURER check', 'possible Build.SERIAL check']
com.pozitron.qib-102.apk.json;classes2.dex;compiler;['dx']
com.pozitron.qib-102.apk.json;classes3.dex;anti_vm;['Build.MANUFACTURER check']
com.pozitron.qib-102.apk.json;classes3.dex;compiler;['dx']
com.pozitron.qib-102.apk.json;classes4.dex;compiler;['dx']
com.pozitron.qib-102.apk.json;classes5.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check']
com.pozitron.qib-102.apk.json;classes5.dex;compiler;['dx']
com.pozitron.qib-102.apk.json;classes6.dex;compiler;['dx']
com.cibcorptoken-42201.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check']
com.cibcorptoken-42201.apk.json;classes.dex;compiler;['r8']
com.sophos.sophtoken-10.apk.json;classes.dex;anti_vm;['Build.HARDWARE check', 'Build.TAGS check']
com.sophos.sophtoken-10.apk.json;classes.dex;compiler;['r8']
com.lpb.softotp-3.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.lpb.softotp-3.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible ro.secure check']
com.lpb.softotp-3.apk.json;classes.dex;compiler;['r8']
cy.com.netinfo.crdbotp-5.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check']
cy.com.netinfo.crdbotp-5.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
org.juanjcsr.newcloudotp-3.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'possible Build.SERIAL check']
org.juanjcsr.newcloudotp-3.apk.json;classes.dex;compiler;['dx']
com.ncs.secureconnect.otp-11.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
com.ncs.secureconnect.otp-11.apk.json;classes.dex;manipulator;['dexmerge']
com.rcdevs.auth-62479733.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible VM check']
com.rcdevs.auth-62479733.apk.json;classes.dex;compiler;['r8']
eu.netinfo.cdb.otp-9.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check']
eu.netinfo.cdb.otp-9.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
com.aircuve.airotp-16.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check']
com.aircuve.airotp-16.apk.json;classes.dex;compiler;['r8']
jp.konami.android.otp_token-6.apk.json;classes.dex;compiler;['dx']
com.pvcombank.smartotp-3.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'device ID check', 'subscriber ID check', 'ro.hardware check', 'ro.product.device check', 'ro.kernel.qemu check', 'emulator file check', 'possible VM check']
com.pvcombank.smartotp-3.apk.json;classes.dex;compiler;['r8']
com.pvcombank.smartotp-3.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
com.dreammirae.otp.android.mirae-2.apk.json;classes.dex;compiler;['dx']
com.nhn.hangameotp-12.apk.json;;packer;['AppGuard (TOAST-NHNent)']
com.nhn.hangameotp-12.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check', 'SIM operator check', 'network operator name check']
com.nhn.hangameotp-12.apk.json;classes.dex;compiler;['dexlib 2.x']
com.u2fa.secur-3.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check']
com.u2fa.secur-3.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
com.authenticator.authservice2-55.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'Build.TAGS check']
com.authenticator.authservice2-55.apk.json;classes.dex;compiler;['r8']
com.authenticator.authservice2-55.apk.json;classes2.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.authenticator.authservice2-55.apk.json;classes2.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'Build.TAGS check', 'possible VM check']
com.authenticator.authservice2-55.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
com.authenticator.authservice2-55.apk.json;classes3.dex;compiler;['r8 without marker (suspicious)']
com.deepnet.andmob5-65.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check']
com.deepnet.andmob5-65.apk.json;classes.dex;compiler;['r8']
com.deepnet.andmob5-65.apk.json;classes2.dex;compiler;['dx']
com.deepnet.andmob5-65.apk.json;res/raw/android_wear_micro_apk.apk!classes.dex;compiler;['r8']
sk.otp.viamo-3067.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']
sk.otp.viamo-3067.apk.json;classes.dex;compiler;['r8']
com.bankofamerica.authenticator-42102.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check']
com.bankofamerica.authenticator-42102.apk.json;classes.dex;compiler;['r8']
tm.asmanoky.otp-2.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
tm.asmanoky.otp-2.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check']
tm.asmanoky.otp-2.apk.json;classes.dex;compiler;['r8']
com.google.android.apps.authenticator2-5000100.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check']
com.google.android.apps.authenticator2-5000100.apk.json;classes.dex;compiler;['r8']
otl.snkl.SnorkelOTP-13.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check']
otl.snkl.SnorkelOTP-13.apk.json;classes.dex;compiler;['dx']
kr.co.neople.neopleotp-36.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.BRAND check', 'Build.DEVICE check', 'Build.PRODUCT check', 'network operator name check', 'possible VM check']
kr.co.neople.neopleotp-36.apk.json;classes.dex;compiler;['r8']
kr.co.neople.neopleotp-36.apk.json;classes2.dex;anti_debug;['Debug.isDebuggerConnected() check']
kr.co.neople.neopleotp-36.apk.json;classes2.dex;anti_vm;['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']
kr.co.neople.neopleotp-36.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
de.otp.main-2801304.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check']
de.otp.main-2801304.apk.json;classes.dex;compiler;['r8 without marker (suspicious)']
net.aftnet.OTPManager-5.apk.json;classes.dex;compiler;['dx']
no.buypass.mobile.bpcode.bp-20303.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
no.buypass.mobile.bpcode.bp-20303.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check']
no.buypass.mobile.bpcode.bp-20303.apk.json;classes.dex;compiler;['r8']
no.buypass.mobile.bpcode.bp-20303.apk.json;classes2.dex;compiler;['r8']
org.liberty.android.freeotpplus-13.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check']
org.liberty.android.freeotpplus-13.apk.json;classes.dex;compiler;['r8']
otl.snkl.HDFCSnorkelOTP-12.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check']
otl.snkl.HDFCSnorkelOTP-12.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
com.sitin.sitinotp-1.apk.json;classes.dex;compiler;['r8']
hr.asseco.android.jimba.otpretailng-112.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
hr.asseco.android.jimba.otpretailng-112.apk.json;classes.dex;anti_vm;['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check']
hr.asseco.android.jimba.otpretailng-112.apk.json;classes.dex;compiler;['r8 without marker (suspicious)']
com.egypt.ais.aismotp-12.apk.json;classes.dex;compiler;['unknown (please file detection issue!)']
com.square_enix_software_token-9.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check', 'possible Build.SERIAL check']
com.square_enix_software_token-9.apk.json;classes.dex;compiler;['r8 without marker (suspicious)']
net.marinits.android.droidotp-48.apk.json;classes.dex;compiler;['dx']
ua.com.cs.ifobs.mobile.android.otp-37.apk.json;classes.dex;anti_vm;['Build.MANUFACTURER check']
ua.com.cs.ifobs.mobile.android.otp-37.apk.json;classes.dex;compiler;['r8']
ua.com.cs.ifobs.mobile.android.otp-37.apk.json;classes.dex;obfuscator;['DexGuard']
ua.com.cs.ifobs.mobile.android.otp-37.apk.json;classes2.dex;anti_debug;['Debug.isDebuggerConnected() check']
ua.com.cs.ifobs.mobile.android.otp-37.apk.json;classes2.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check']
ua.com.cs.ifobs.mobile.android.otp-37.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
vn.unlimit.magicauth-11.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check']
vn.unlimit.magicauth-11.apk.json;classes.dex;compiler;['r8']
vn.unlimit.magicauth-11.apk.json;classes2.dex;anti_vm;['Build.FINGERPRINT check']
vn.unlimit.magicauth-11.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
com.CIBEgyptSecureToken-42205.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check']
com.CIBEgyptSecureToken-42205.apk.json;classes.dex;compiler;['r8']
com.vtc.main.otpapp-7.apk.json;classes.dex;compiler;['dx']
nh.smart.signone-39.apk.json;classes3.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'SIM operator check', 'network operator name check', 'subscriber ID check']
nh.smart.signone-39.apk.json;classes3.dex;compiler;['dexlib 2.x']
nh.smart.signone-39.apk.json;classes3.dex;obfuscator;['unreadable field names']
nh.smart.signone-39.apk.json;classes2.dex;compiler;['dexlib 2.x']
nh.smart.signone-39.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
nh.smart.signone-39.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'device ID check', 'subscriber ID check', 'possible VM check']
nh.smart.signone-39.apk.json;classes.dex;compiler;['dexlib 2.x']
nh.smart.signone-39.apk.json;classes.dex;obfuscator;['unreadable field names', 'unreadable method names']
no.SpareBank1.MobileOTP-50.apk.json;;obfuscator;['Obfuscator-LLVM version 3.5']
no.SpareBank1.MobileOTP-50.apk.json;lib/armeabi-v7a/libojacambhopop.so;obfuscator;['Obfuscator-LLVM version 3.5']
no.SpareBank1.MobileOTP-50.apk.json;lib/arm64-v8a/libojacambhopop.so;obfuscator;['Obfuscator-LLVM version 3.5']
no.SpareBank1.MobileOTP-50.apk.json;lib/x86/libojacambhopop.so;obfuscator;['Obfuscator-LLVM version 3.5']
no.SpareBank1.MobileOTP-50.apk.json;lib/x86_64/libojacambhopop.so;obfuscator;['Obfuscator-LLVM version 3.5']
no.SpareBank1.MobileOTP-50.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
no.SpareBank1.MobileOTP-50.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check']
no.SpareBank1.MobileOTP-50.apk.json;classes.dex;compiler;['dexlib 2.x']
no.SpareBank1.MobileOTP-50.apk.json;classes.dex;obfuscator;['Gemalto', 'unreadable field names', 'unreadable method names']
com.mastersam.android.mastersamotp-5.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check']
com.mastersam.android.mastersamotp-5.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
com.mastersam.android.mastersamotp-5.apk.json;classes.dex;manipulator;['dexmerge']
token.security.m2m.com.generateotp-1.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
token.security.m2m.com.generateotp-1.apk.json;classes.dex;manipulator;['dexmerge']
com.bitrixsoft.otp-4.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check']
com.bitrixsoft.otp-4.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
com.bitrixsoft.otp-4.apk.json;classes.dex;manipulator;['dexmerge']
com.Sigma-4.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
com.Sigma-4.apk.json;classes.dex;manipulator;['dexmerge']
com.BankMisrSoftToken-41809.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check']
com.BankMisrSoftToken-41809.apk.json;classes.dex;compiler;['r8']
com.viafirma.otp-31.apk.json;classes.dex;compiler;['dx']
org.arcon.arcos.otp1-1.apk.json;classes.dex;compiler;['dx (possible dexmerge)']
org.arcon.arcos.otp1-1.apk.json;classes.dex;manipulator;['dexmerge']
eu.sia.siaotp-8.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check']
eu.sia.siaotp-8.apk.json;classes.dex;compiler;['dx']
kr.kjun.NaverSetup-13.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.DEVICE check', 'Build.PRODUCT check']
kr.kjun.NaverSetup-13.apk.json;classes.dex;compiler;['dx']
br.com.voegol.tokenagenciasgol-2.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'network operator name check']
br.com.voegol.tokenagenciasgol-2.apk.json;classes.dex;compiler;['dx']
br.com.voegol.tokenagenciasgol-2.apk.json;classes2.dex;anti_vm;['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check']
br.com.voegol.tokenagenciasgol-2.apk.json;classes2.dex;compiler;['dx']
com.techcombank.stk.corp-39.apk.json;;obfuscator;['Gemalto']
com.techcombank.stk.corp-39.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.techcombank.stk.corp-39.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'subscriber ID check']
com.techcombank.stk.corp-39.apk.json;classes.dex;compiler;['r8']
com.techcombank.stk.corp-39.apk.json;classes.dex;obfuscator;['unreadable field names', 'unreadable method names']
com.ftsafe.otp.activity-12.apk.json;;packer;"[""Tencent's Legu""]"
com.ftsafe.otp.activity-12.apk.json;classes.dex;anti_disassembly;['non-zero link size', 'non-zero link offset']
com.ftsafe.otp.activity-12.apk.json;classes.dex;compiler;['dexlib 2.x']
com.ftsafe.otp.activity-12.apk.json;classes.dex;packer;['Mobile Tencent Protect']
vietcombank.itcenter.vcbsmartoptv10-45.apk.json;;obfuscator;['Obfuscator-LLVM version 3.5']
vietcombank.itcenter.vcbsmartoptv10-45.apk.json;lib/armeabi-v7a/libkcjnanliinlo.so;obfuscator;['Obfuscator-LLVM version 3.5']
vietcombank.itcenter.vcbsmartoptv10-45.apk.json;lib/x86/libkcjnanliinlo.so;obfuscator;['Obfuscator-LLVM version 3.5']
vietcombank.itcenter.vcbsmartoptv10-45.apk.json;lib/x86_64/libkcjnanliinlo.so;obfuscator;['Obfuscator-LLVM version 3.5']
vietcombank.itcenter.vcbsmartoptv10-45.apk.json;lib/arm64-v8a/libkcjnanliinlo.so;obfuscator;['Obfuscator-LLVM version 3.5']
vietcombank.itcenter.vcbsmartoptv10-45.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
vietcombank.itcenter.vcbsmartoptv10-45.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'possible VM check']
vietcombank.itcenter.vcbsmartoptv10-45.apk.json;classes.dex;compiler;['dexlib 2.x']
vietcombank.itcenter.vcbsmartoptv10-45.apk.json;classes.dex;obfuscator;['unreadable field names', 'unreadable method names']
vietcombank.itcenter.vcbsmartoptv10-45.apk.json;classes2.dex;anti_vm;['possible Build.SERIAL check', 'possible VM check']
vietcombank.itcenter.vcbsmartoptv10-45.apk.json;classes2.dex;compiler;['dexlib 2.x']
com.cbcapp.otp.activity-1.apk.json;classes.dex;anti_vm;['subscriber ID check']
com.cbcapp.otp.activity-1.apk.json;classes.dex;compiler;['dx']
de.sbeh.rdp_otp-4.apk.json;classes.dex;compiler;['r8']
it.netknights.piauthenticator-300008.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check']
it.netknights.piauthenticator-300008.apk.json;classes.dex;compiler;['r8']
com.mdmobiasbancadigipass-42211.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check']
com.mdmobiasbancadigipass-42211.apk.json;classes.dex;compiler;['r8']
hr.asseco.android.otp-9.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'network operator name check']
hr.asseco.android.otp-9.apk.json;classes.dex;compiler;['dx']
com.azure.authenticator-202107621.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check']
com.azure.authenticator-202107621.apk.json;classes.dex;compiler;['r8']
com.azure.authenticator-202107621.apk.json;classes2.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'network operator name check']
com.azure.authenticator-202107621.apk.json;classes2.dex;compiler;['r8 without marker (suspicious)']
com.azure.authenticator-202107621.apk.json;classes3.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.azure.authenticator-202107621.apk.json;classes3.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check']
com.azure.authenticator-202107621.apk.json;classes3.dex;compiler;['r8 without marker (suspicious)']
com.azure.authenticator-202107621.apk.json;classes4.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check']
com.azure.authenticator-202107621.apk.json;classes4.dex;compiler;['r8 without marker (suspicious)']
com.nof.makanoh.openkeypos-4.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.DEVICE check']
com.nof.makanoh.openkeypos-4.apk.json;classes.dex;compiler;['r8']
com18deglab.cylocklite-32.apk.json;classes.dex;compiler;['dx']
com.namirial.android.virtualotp-62.apk.json;classes.dex;anti_debug;['Debug.isDebuggerConnected() check']
com.namirial.android.virtualotp-62.apk.json;classes.dex;anti_disassembly;['illegal class name']
com.namirial.android.virtualotp-62.apk.json;classes.dex;anti_vm;['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible VM check']
com.namirial.android.virtualotp-62.apk.json;classes.dex;compiler;['r8']
com.namirial.android.virtualotp-62.apk.json;classes.dex;obfuscator;['DexGuard']
com.isprint.SWIFTToken-9.apk.json;classes.dex;compiler;['dx']
com.isprint.SWIFTToken-9.apk.json;lib/armeabi/libmap.so;anti_vm;['emulator file check']
com.eset.esa-200522.apk.json;classes.dex;compiler;['dx']
