file_name,classes,component
hr.asseco.android.intesa.isbd.alex.apk,anti_vm,"['Build.MANUFACTURER check', 'Build.HARDWARE check']"
hr.asseco.android.intesa.isbd.alex.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'Build.TAGS check', 'SIM operator check', 'ro.kernel.qemu check', 'possible VM check']"
com.ezmcom.cimb.softtoken.ezidv4.apk,anti_disassembly,['illegal class name']
com.ezmcom.cimb.softtoken.ezidv4.apk,obfuscator,['DexGuard']
it.netknights.piauthenticator.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check']"
com.cibcorptoken.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check']"
com.securekiotp.apk,manipulator,['dexmerge']
vn.savis.smartid.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check']"
com.ocb.iotp.apk,obfuscator,['Obfuscator-LLVM version 3.5']
com.ocb.iotp.apk,anti_debug,['Debug.isDebuggerConnected() check']
com.ocb.iotp.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'possible VM check']"
com.ocb.iotp.apk,obfuscator,"['unreadable field names', 'unreadable method names']"
com.ocb.iotp.apk,anti_vm,"['possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']"
com.azure.authenticator.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check']"
com.azure.authenticator.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'network operator name check']"
com.azure.authenticator.apk,anti_debug,['Debug.isDebuggerConnected() check']
com.azure.authenticator.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check']"
com.azure.authenticator.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check']"
two.factor.secure.otp.authentication.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible VM check']"
vietcombank.itcenter.vcbsmartoptv10.apk,obfuscator,['Obfuscator-LLVM version 3.5']
vietcombank.itcenter.vcbsmartoptv10.apk,anti_debug,['Debug.isDebuggerConnected() check']
vietcombank.itcenter.vcbsmartoptv10.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'possible VM check']"
vietcombank.itcenter.vcbsmartoptv10.apk,obfuscator,"['unreadable field names', 'unreadable method names']"
vietcombank.itcenter.vcbsmartoptv10.apk,anti_vm,"['possible Build.SERIAL check', 'possible VM check']"
jp.co.nttdata.onetimepassworda.apk,anti_vm,"['Build.MODEL check', 'possible Build.SERIAL check']"
com.scrignosa.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'Build.TAGS check']"
com.canopus.otpmacgenerator.finductive.apk,anti_vm,['possible VM check']
com.canopus.otpmacgenerator.finductive.apk,anti_debug,['Debug.isDebuggerConnected() check']
com.canopus.otpmacgenerator.finductive.apk,anti_vm,"['Build.MODEL check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
vn.mk.token.baseotp.apk,anti_debug,['Debug.isDebuggerConnected() check']
vn.mk.token.baseotp.apk,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible ro.secure check']"
br.com.voegol.tokenagenciasgol.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'network operator name check']"
br.com.voegol.tokenagenciasgol.apk,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check']"
com.qrail.token.apk,anti_debug,['Debug.isDebuggerConnected() check']
com.qrail.token.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'ro.hardware check', 'ro.product.device check', 'ro.kernel.qemu check', 'emulator file check']"
com.qrail.token.apk,obfuscator,['DexGuard']
com.sbi.SBIFreedomPlus.apk,packer,['Kony']
com.sbi.SBIFreedomPlus.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'device ID check', 'possible ro.secure check']"
com.sbi.SBIFreedomPlus.apk,obfuscator,"['unreadable field names', 'unreadable method names']"
kr.or.kftc.fsc.apk,anti_debug,['Debug.isDebuggerConnected() check']
kr.or.kftc.fsc.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']"
kr.or.kftc.fsc.apk,obfuscator,['unreadable method names']
kr.or.kftc.fsc.apk,anti_disassembly,"['non-zero link size', 'non-zero link offset']"
com.lpb.softotp.apk,anti_debug,['Debug.isDebuggerConnected() check']
com.lpb.softotp.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible ro.secure check']"
com.authenticator.authservice2.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'Build.TAGS check']"
com.authenticator.authservice2.apk,anti_debug,['Debug.isDebuggerConnected() check']
com.authenticator.authservice2.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'Build.TAGS check', 'possible VM check']"
cy.nbg.nbgcyotp.apk,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible ro.secure check']"
